woche,Baden-Württemberg 2016,Baden-Württemberg 2017,Baden-Württemberg 2018,Baden-Württemberg 2019,Baden-Württemberg 2020,Baden-Württemberg 2021,Baden-Württemberg Covid-19 2020,Baden-Württemberg Covid-19 2021,Baden-Württemberg Ø2016-19,Bayern 2016,Bayern 2017,Bayern 2018,Bayern 2019,Bayern 2020,Bayern 2021,Bayern Covid-19 2020,Bayern Covid-19 2021,Bayern Ø2016-19,Berlin 2016,Berlin 2017,Berlin 2018,Berlin 2019,Berlin 2020,Berlin 2021,Berlin Covid-19 2020,Berlin Covid-19 2021,Berlin Ø2016-19,Brandenburg 2016,Brandenburg 2017,Brandenburg 2018,Brandenburg 2019,Brandenburg 2020,Brandenburg 2021,Brandenburg Covid-19 2020,Brandenburg Covid-19 2021,Brandenburg Ø2016-19,Bremen 2016,Bremen 2017,Bremen 2018,Bremen 2019,Bremen 2020,Bremen 2021,Bremen Covid-19 2020,Bremen Covid-19 2021,Bremen Ø2016-19,Deutschland 2016,Deutschland 2017,Deutschland 2018,Deutschland 2019,Deutschland 2020,Deutschland 2021,Deutschland Covid-19 2020,Deutschland Covid-19 2021,Deutschland Ø2016-19,Hamburg 2016,Hamburg 2017,Hamburg 2018,Hamburg 2019,Hamburg 2020,Hamburg 2021,Hamburg Covid-19 2020,Hamburg Covid-19 2021,Hamburg Ø2016-19,Hessen 2016,Hessen 2017,Hessen 2018,Hessen 2019,Hessen 2020,Hessen 2021,Hessen Covid-19 2020,Hessen Covid-19 2021,Hessen Ø2016-19,Mecklenburg-Vorpommern 2016,Mecklenburg-Vorpommern 2017,Mecklenburg-Vorpommern 2018,Mecklenburg-Vorpommern 2019,Mecklenburg-Vorpommern 2020,Mecklenburg-Vorpommern 2021,Mecklenburg-Vorpommern Covid-19 2020,Mecklenburg-Vorpommern Covid-19 2021,Mecklenburg-Vorpommern Ø2016-19,Niedersachsen 2016,Niedersachsen 2017,Niedersachsen 2018,Niedersachsen 2019,Niedersachsen 2020,Niedersachsen 2021,Niedersachsen Covid-19 2020,Niedersachsen Covid-19 2021,Niedersachsen Ø2016-19,Nordrhein-Westfalen 2016,Nordrhein-Westfalen 2017,Nordrhein-Westfalen 2018,Nordrhein-Westfalen 2019,Nordrhein-Westfalen 2020,Nordrhein-Westfalen 2021,Nordrhein-Westfalen Covid-19 2020,Nordrhein-Westfalen Covid-19 2021,Nordrhein-Westfalen Ø2016-19,Rheinland-Pfalz 2016,Rheinland-Pfalz 2017,Rheinland-Pfalz 2018,Rheinland-Pfalz 2019,Rheinland-Pfalz 2020,Rheinland-Pfalz 2021,Rheinland-Pfalz Covid-19 2020,Rheinland-Pfalz Covid-19 2021,Rheinland-Pfalz Ø2016-19,Saarland 2016,Saarland 2017,Saarland 2018,Saarland 2019,Saarland 2020,Saarland 2021,Saarland Covid-19 2020,Saarland Covid-19 2021,Saarland Ø2016-19,Sachsen-Anhalt 2016,Sachsen-Anhalt 2017,Sachsen-Anhalt 2018,Sachsen-Anhalt 2019,Sachsen-Anhalt 2020,Sachsen-Anhalt 2021,Sachsen-Anhalt Covid-19 2020,Sachsen-Anhalt Covid-19 2021,Sachsen-Anhalt Ø2016-19,Sachsen 2016,Sachsen 2017,Sachsen 2018,Sachsen 2019,Sachsen 2020,Sachsen 2021,Sachsen Covid-19 2020,Sachsen Covid-19 2021,Sachsen Ø2016-19,Schleswig-Holstein 2016,Schleswig-Holstein 2017,Schleswig-Holstein 2018,Schleswig-Holstein 2019,Schleswig-Holstein 2020,Schleswig-Holstein 2021,Schleswig-Holstein Covid-19 2020,Schleswig-Holstein Covid-19 2021,Schleswig-Holstein Ø2016-19,Thüringen 2016,Thüringen 2017,Thüringen 2018,Thüringen 2019,Thüringen 2020,Thüringen 2021,Thüringen Covid-19 2020,Thüringen Covid-19 2021,Thüringen Ø2016-19
30,1881,1958,2058,2296,1991,,8,,2048,2276,2259,2329,2748,2378,,2,,2403,607,583,686,646,667,,2,,630,563,556,629,625,645,,0,,593,153,125,153,178,128,,0,,152,16157,16058,18340,19630,16910,,32,,17546,307,312,350,336,333,,0,,326,1119,1132,1285,1385,1231,,2,,1230,342,378,408,407,400,,0,,384,1623,1567,2016,1897,1644,,2,,1776,3548,3575,4283,4883,3673,,13,,4072,805,800,960,1023,823,,0,,897,232,222,267,280,240,,0,,250,599,544,632,634,573,,2,,602,1040,925,1014,1069,1003,,0,,1012,559,620,712,623,639,,0,,628,503,502,558,600,542,,0,,541
31,1825,1960,2292,1963,2088,,4,,2010,2206,2404,2700,2439,2582,,2,,2437,572,634,803,629,672,,2,,660,542,567,715,619,621,,0,,611,123,119,189,146,159,,2,,144,15439,16494,20371,17034,17415,,30,,17334,301,319,414,316,318,,2,,338,1072,1191,1430,1241,1295,,4,,1234,332,383,476,357,395,,0,,387,1538,1651,2085,1723,1736,,2,,1749,3381,3468,4712,3812,3807,,9,,3843,785,857,993,819,878,,2,,864,239,221,265,228,211,,0,,238,554,594,737,585,542,,0,,618,886,1015,1205,993,1014,,0,,1025,634,597,780,646,592,,2,,664,449,514,575,518,505,,2,,514
32,1861,1781,2274,1994,1969,,2,,1978,2228,2262,2559,2292,2407,,2,,2335,571,584,729,620,714,,2,,626,538,526,669,559,619,,2,,573,115,120,154,141,146,,0,,132,15487,15784,18478,16540,17488,,30,,16572,310,330,341,293,337,,0,,318,1078,1172,1323,1196,1211,,2,,1192,349,358,399,391,407,,0,,374,1508,1627,1727,1657,1743,,2,,1630,3431,3478,4216,3596,3981,,17,,3680,776,715,939,821,880,,2,,813,231,226,277,226,253,,0,,240,498,552,618,593,624,,0,,565,918,966,1074,998,994,,0,,989,613,622,663,635,665,,0,,633,462,465,516,528,538,,2,,493
33,1934,1897,2015,1855,2194,,2,,1925,2362,2299,2407,2211,2584,,2,,2320,633,600,705,607,739,,0,,636,552,559,582,529,670,,0,,556,149,119,123,123,193,,0,,128,16258,16148,16890,15934,19696,,31,,16308,296,325,328,322,430,,0,,318,1143,1210,1187,1118,1332,,2,,1164,349,345,357,404,423,,0,,364,1556,1671,1669,1606,2105,,2,,1626,3719,3506,3694,3484,4744,,19,,3601,792,788,843,771,1017,,2,,798,243,224,241,240,294,,0,,237,524,564,564,556,674,,0,,552,899,912,1043,946,1053,,0,,950,606,633,579,639,732,,0,,614,501,496,553,523,512,,0,,518
34,1969,1862,2034,1914,2063,,4,,1945,2411,2293,2359,2359,2425,,2,,2356,623,544,609,600,684,,2,,594,557,545,588,541,603,,2,,558,169,137,138,130,163,,2,,144,17147,15880,16612,16263,17560,,41,,16476,307,319,331,312,356,,2,,317,1217,1148,1258,1143,1232,,2,,1192,385,349,377,382,393,,0,,373,1772,1641,1611,1674,1797,,7,,1674,3893,3454,3522,3669,3969,,17,,3634,881,818,903,743,864,,2,,836,257,214,248,212,245,,0,,233,598,504,534,500,625,,2,,534,978,919,993,1023,954,,0,,978,597,632,598,580,676,,2,,602,533,501,509,481,511,,0,,506
35,1872,1867,1851,2032,2023,,2,,1906,2257,2232,2189,2468,2351,,5,,2286,608,586,654,715,624,,2,,641,562,590,511,632,588,,0,,574,117,138,138,132,147,,2,,131,16101,16064,16000,17637,16642,,37,,16450,286,328,299,332,325,,2,,311,1181,1149,1140,1245,1192,,5,,1179,368,375,379,429,406,,0,,388,1637,1641,1674,1726,1685,,2,,1670,3576,3508,3541,3849,3662,,16,,3618,781,783,793,919,802,,2,,819,220,243,250,240,232,,2,,238,580,564,544,627,572,,0,,579,978,969,917,1060,948,,0,,981,628,569,612,679,582,,0,,622,450,522,508,552,503,,0,,508
36,1838,1833,1905,1873,1961,,2,,1862,2277,2201,2323,2226,2380,,2,,2257,596,581,632,611,618,,0,,605,533,505,538,578,576,,0,,538,135,135,160,123,160,,2,,138,16116,15706,16390,15988,16734,,19,,16050,283,309,305,277,333,,2,,294,1116,1153,1204,1123,1220,,0,,1149,371,357,361,380,413,,0,,367,1639,1533,1649,1610,1700,,0,,1608,3615,3467,3661,3464,3655,,11,,3552,810,834,808,827,816,,2,,820,237,219,236,241,227,,0,,233,563,543,550,578,571,,2,,558,954,977,933,923,1003,,0,,947,623,589,612,607,638,,0,,608,526,470,513,547,463,,0,,514
37,1876,1887,1894,1927,1962,,2,,1896,2308,2342,2274,2274,2466,,8,,2300,605,617,633,588,653,,2,,611,559,578,535,549,601,,0,,555,140,149,148,131,134,,0,,142,16372,16146,16292,16303,17105,,33,,16278,314,290,291,299,317,,2,,298,1156,1172,1232,1216,1215,,4,,1194,366,381,385,383,389,,0,,379,1662,1627,1611,1659,1751,,2,,1640,3697,3492,3564,3511,3765,,9,,3566,814,764,819,793,811,,2,,798,233,226,237,248,246,,0,,236,551,582,566,593,617,,0,,573,975,902,956,990,1012,,2,,956,600,623,594,603,627,,0,,605,516,514,553,539,539,,2,,530
38,1877,1955,2053,1856,2022,,7,,1935,2153,2336,2359,2342,2462,,10,,2298,559,643,640,633,665,,2,,619,529,539,531,562,607,,0,,540,141,139,145,140,143,,0,,141,15606,16505,16651,16500,17544,,54,,16316,295,306,312,329,320,,0,,310,1138,1213,1190,1161,1300,,5,,1176,358,356,366,418,419,,0,,374,1596,1652,1586,1701,1728,,7,,1634,3498,3559,3690,3572,3872,,17,,3580,774,838,802,902,940,,2,,829,225,265,258,240,251,,2,,247,512,613,521,563,587,,2,,552,895,1001,1002,962,1042,,2,,965,547,583,660,637,642,,0,,607,509,507,536,482,544,,2,,508
39,1960,1961,1872,2087,1961,,9,,1970,2315,2402,2273,2589,2415,,9,,2395,646,611,589,657,663,,0,,626,546,519,524,583,583,,0,,543,158,157,114,152,147,,0,,145,16336,16747,15969,17402,17400,,66,,16614,274,297,306,310,293,,2,,297,1112,1229,1165,1187,1282,,7,,1173,365,347,389,419,363,,0,,380,1614,1712,1620,1774,1842,,5,,1680,3620,3663,3491,3758,3806,,20,,3633,835,857,838,879,920,,6,,852,258,264,242,256,253,,2,,255,574,610,547,575,610,,2,,576,970,965,904,974,1044,,6,,953,585,597,570,630,660,,0,,596,504,556,525,572,558,,0,,539
40,1910,2001,1913,1980,2093,,12,,1951,2267,2386,2399,2485,2632,,16,,2384,648,654,637,606,675,,2,,636,572,600,556,563,579,,2,,573,153,164,143,147,148,,0,,152,16352,16664,16622,16899,17594,,82,,16634,304,320,315,326,314,,5,,316,1118,1153,1182,1220,1230,,2,,1168,377,365,361,399,414,,0,,376,1678,1692,1643,1685,1790,,13,,1674,3565,3584,3685,3720,3687,,18,,3638,855,809,864,806,886,,2,,834,233,230,253,256,261,,0,,243,548,597,557,557,632,,0,,565,989,967,964,990,1004,,9,,978,625,643,648,626,698,,2,,636,510,499,502,533,551,,2,,511
41,2116,1992,2007,2079,2009,,15,,2048,2522,2615,2365,2472,2594,,16,,2494,643,688,624,617,685,,8,,643,588,615,613,629,603,,2,,611,148,151,129,158,143,,2,,146,17427,17470,16993,17666,17466,,123,,17389,355,303,330,342,320,,4,,332,1246,1245,1193,1267,1252,,11,,1238,385,392,414,414,405,,0,,401,1714,1759,1689,1833,1737,,11,,1749,3825,3793,3780,3871,3836,,37,,3817,917,886,871,880,885,,6,,888,254,260,252,260,268,,0,,256,578,621,597,632,607,,2,,607,981,960,951,1054,948,,9,,986,644,651,647,651,632,,0,,648,511,539,531,507,542,,2,,522
42,2099,1982,1923,2057,1991,,47,,2015,2543,2476,2351,2533,2536,,37,,2476,697,677,594,658,711,,7,,656,580,557,596,666,643,,7,,600,143,145,148,144,148,,2,,145,17599,17139,16552,17713,17725,,241,,17251,351,303,305,360,336,,5,,330,1200,1210,1219,1233,1272,,20,,1216,414,382,388,409,398,,2,,398,1778,1674,1656,1730,1774,,18,,1710,3793,3828,3646,3917,3865,,56,,3796,877,851,831,922,842,,7,,870,274,248,229,262,261,,2,,253,603,629,579,598,663,,2,,602,961,1006,957,1030,1056,,26,,988,697,643,601,654,675,,2,,649,589,528,529,540,554,,4,,546
43,2058,2008,2055,2065,2214,,54,,2046,2476,2496,2457,2500,2637,,57,,2482,646,590,662,625,722,,14,,631,546,591,575,583,675,,12,,574,173,136,144,128,151,,2,,145,17586,17059,16608,17327,18574,,413,,17145,346,356,332,360,333,,11,,348,1264,1239,1203,1176,1347,,53,,1220,404,379,384,381,389,,2,,387,1773,1693,1658,1779,1770,,31,,1726,3928,3700,3525,3877,4108,,101,,3758,920,851,828,873,949,,8,,868,253,224,213,231,293,,5,,230,564,627,546,610,626,,5,,587,1065,980,938,1004,1135,,51,,997,649,635,617,627,688,,5,,632,521,554,471,508,537,,2,,514
44,2099,2036,1947,2084,2172,,111,,2042,2647,2371,2457,2518,2678,,84,,2498,715,651,665,622,722,,29,,663,550,604,557,596,623,,22,,577,159,144,137,164,160,,11,,151,17580,16762,16895,17488,18577,,799,,17181,330,285,300,285,312,,21,,300,1242,1177,1232,1255,1387,,67,,1226,387,382,372,401,403,,2,,386,1759,1712,1752,1723,1814,,51,,1736,3870,3654,3710,3824,4104,,204,,3764,827,859,842,844,918,,34,,843,235,237,258,257,246,,16,,247,552,572,581,575,618,,14,,570,993,982,956,1088,1205,,102,,1005,644,596,621,677,635,,16,,634,571,500,508,575,580,,15,,538
45,2120,2092,2119,2213,2268,,155,,2136,2562,2547,2508,2562,2728,,184,,2545,613,654,660,641,748,,93,,642,607,555,603,627,629,,29,,598,175,159,126,148,148,,14,,152,17782,17371,17604,17859,19064,,1258,,17654,333,315,348,329,335,,17,,331,1222,1243,1257,1270,1377,,122,,1248,352,425,380,425,412,,7,,396,1840,1718,1775,1765,1803,,88,,1774,3897,3786,3854,3830,4267,,271,,3842,894,903,920,906,937,,45,,906,239,249,232,292,310,,19,,253,607,577,606,624,633,,11,,604,1079,964,1016,1027,1257,,146,,1022,692,619,632,700,665,,30,,661,550,565,568,500,547,,27,,546
46,2269,2039,2022,2116,2281,,195,,2112,2688,2538,2417,2645,2883,,288,,2572,664,617,629,693,852,,98,,651,563,643,574,605,672,,36,,596,172,150,165,157,137,,7,,161,18591,17594,16842,18242,19753,,1659,,17817,369,371,347,364,357,,32,,363,1363,1224,1188,1348,1464,,157,,1281,403,390,406,404,444,,9,,401,1873,1778,1671,1858,1861,,95,,1795,4102,3914,3598,3955,4245,,354,,3892,896,879,862,957,1024,,65,,898,278,264,250,245,295,,22,,259,628,575,542,573,654,,20,,580,1084,1022,1012,1041,1330,,223,,1040,698,656,606,675,681,,18,,659,541,534,553,606,573,,40,,558
47,2125,2046,2105,2243,2453,,259,,2130,2651,2527,2596,2622,2868,,354,,2599,661,603,723,627,805,,102,,654,567,584,581,610,672,,80,,586,142,160,144,170,153,,17,,154,17911,17676,17785,18535,20202,,2128,,17977,311,336,405,357,377,,36,,352,1292,1239,1296,1292,1448,,193,,1280,374,392,430,423,438,,16,,405,1725,1804,1841,1826,1954,,137,,1799,4044,3988,3758,4130,4428,,421,,3980,928,900,905,976,951,,96,,927,248,257,262,260,276,,28,,257,598,616,599,656,607,,30,,617,1037,1036,996,1042,1516,,277,,1028,629,664,651,698,639,,13,,660,579,524,493,603,617,,69,,550
48,2078,2108,2163,2223,2558,,379,,2143,2603,2510,2541,2669,3080,,501,,2581,743,605,688,646,863,,134,,670,613,561,613,641,768,,95,,607,162,127,154,166,159,,15,,152,18146,17877,18091,18581,21294,,2919,,18174,347,357,370,327,383,,70,,350,1318,1265,1284,1357,1537,,237,,1306,403,368,397,455,467,,12,,406,1872,1829,1775,1884,1950,,166,,1840,3884,3998,3913,4076,4525,,566,,3968,861,919,907,925,1080,,149,,903,269,262,244,237,284,,16,,253,651,655,677,641,693,,53,,656,1030,1053,1084,1066,1653,,431,,1058,698,648,714,726,641,,14,,696,614,612,567,542,653,,81,,584
49,2289,2128,2183,2203,2698,,424,,2201,2682,2528,2578,2778,3422,,671,,2642,670,635,704,716,974,,175,,681,627,648,645,702,811,,120,,656,165,164,167,149,175,,14,,161,18793,18295,18342,19143,22661,,3440,,18643,367,309,351,365,440,,58,,348,1321,1290,1291,1374,1659,,317,,1319,409,415,417,400,471,,15,,410,1922,1843,1880,1892,1896,,141,,1884,4168,4159,3972,4236,4684,,599,,4134,941,949,942,981,1156,,186,,953,272,252,250,275,308,,36,,262,603,624,623,660,722,,62,,628,1118,1067,1060,1047,1817,,465,,1073,651,683,717,729,703,,18,,695,588,601,562,636,725,,139,,597
50,2211,2155,2133,2295,2853,,542,,2198,2797,2679,2669,2771,3609,,774,,2729,667,728,632,709,948,,215,,684,642,622,598,597,856,,165,,615,157,162,141,168,162,,19,,157,18885,18504,17943,19101,23962,,4336,,18608,365,360,362,371,395,,65,,364,1342,1274,1293,1389,1691,,365,,1324,420,447,447,452,465,,22,,442,1852,1903,1768,1941,2162,,196,,1866,4197,4061,3821,4185,4859,,725,,4066,936,933,877,936,1225,,238,,920,279,247,236,253,313,,43,,254,629,671,645,662,795,,115,,652,1158,1061,1091,1077,2094,,646,,1097,634,657,651,712,745,,36,,664,599,544,579,583,790,,170,,576
51,2339,2140,2152,2255,2910,,605,,2222,2881,2569,2756,2793,3626,,906,,2750,699,663,706,660,1027,,217,,682,635,590,694,686,973,,252,,651,172,141,155,126,163,,16,,148,19376,18500,18990,19062,24726,,5254,,18982,361,366,374,318,447,,92,,355,1300,1237,1422,1339,1836,,445,,1324,430,431,445,431,451,,26,,434,2020,1878,1830,1912,2076,,215,,1910,4252,4265,4209,4097,4978,,918,,4206,912,916,960,971,1158,,236,,940,256,253,255,274,307,,52,,260,680,662,662,681,850,,143,,671,1137,1101,1046,1211,2382,,868,,1124,684,733,728,716,731,,52,,715,618,555,596,592,811,,211,,590
52,2264,2219,2171,2224,2941,,622,,2220,3060,2643,2541,2650,3794,,948,,2724,780,665,659,704,1046,,251,,702,637,658,631,632,1061,,272,,640,163,154,141,135,149,,15,,148,19744,18652,17954,18204,25499,,5846,,18638,381,335,363,327,412,,80,,352,1391,1361,1289,1294,1868,,507,,1334,413,407,406,416,509,,41,,410,1942,1871,1780,1795,2165,,270,,1847,4253,4121,3949,3896,4988,,1050,,4055,997,945,923,912,1242,,266,,944,284,264,248,254,292,,53,,262,661,677,591,614,940,,218,,636,1219,1108,1052,1123,2438,,898,,1126,696,687,669,687,748,,84,,685,603,537,541,541,906,,271,,556
53,,,,,2774,,579,,,,,,,3707,,902,,,,,,,1039,,255,,,,,,,1110,,317,,,,,,,162,,24,,,,,,,25398,,5814,,,,,,,447,,99,,,,,,,1859,,502,,,,,,,448,,44,,,,,,,2136,,269,,,,,,,5069,,1072,,,,,,,1226,,240,,,,,,,317,,61,,,,,,,991,,251,,,,,,,2358,,788,,,,,,,803,,103,,,,,,,952,,308,,
