id,bundesland,wahlkreis,partei,Stimmenanteil,number
1,SH,Flensburg – Schleswig,Union,34.2,12.3652133061551
2,SH,Nordfriesland – Dithmarschen Nord,Union,38.3,12.374276871793
3,SH,Steinburg – Dithmarschen Süd,Union,36.2,12.2220550344791
4,SH,Rendsburg-Eckernförde,Union,36.2,12.5346513057593
5,SH,Kiel,Union,26.8,12.0719737934414
6,SH,Plön – Neumünster,Union,33.5,12.2526314065326
7,SH,Pinneberg,Union,34.3,12.9393566518556
8,SH,Segeberg – Stormarn-Mitte,Union,34.6,12.9401417351328
9,SH,Ostholstein – Stormarn-Nord,Union,35.6,12.9719438489992
10,SH,Herzogtum Lauenburg – Stormarn-Süd,Union,34.4,12.7876386682037
11,SH,Lübeck,Union,29.5,12.8079686607234
12,MV,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,Union,32.9,12.3008378653321
13,MV,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,Union,33.7,12.2198352923151
14,MV,Rostock – Landkreis Rostock II,Union,30.5,12.6841161691118
15,MV,Vorpommern-Rügen – Vorpommern-Greifswald I,Union,32.9,12.7191929279361
16,MV,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,Union,33.5,12.682448572712
17,MV,Mecklenburgische Seenplatte II – Landkreis Rostock III,Union,35.8,12.1382455178536
18,HH,Hamburg-Mitte,Union,23.5,12.088195508346
19,HH,Hamburg-Altona,Union,24.9,12.9407279863954
20,HH,Hamburg-Eimsbüttel,Union,26.9,12.0084671590012
21,HH,Hamburg-Nord,Union,31.3,12.0220969826914
22,HH,Hamburg-Wandsbek,Union,28.9,12.1795806847513
23,HH,Hamburg-Bergedorf – Harburg,Union,27.4,12.2025109608658
24,NI,Aurich – Emden,Union,28,12.4844481963664
25,NI,Unterems,Union,42.4,12.4816133130807
26,NI,Friesland – Wilhelmshaven – Wittmund,Union,32.8,12.8842027352657
27,NI,Oldenburg – Ammerland,Union,30.6,12.4642074026633
28,NI,Delmenhorst – Wesermarsch – Oldenburg-Land,Union,33.5,12.0514492178336
29,NI,Cuxhaven – Stade II,Union,38.5,12.1668209563941
30,NI,Stade I – Rotenburg II,Union,38.9,12.1678093029186
31,NI,Mittelems,Union,49.4,12.8978123194538
32,NI,Cloppenburg – Vechta,Union,53.1,12.9175742878579
33,NI,Diepholz – Nienburg I,Union,37.9,12.7781098231208
34,NI,Osterholz – Verden,Union,34.9,12.3672098310199
35,NI,Rotenburg I – Heidekreis,Union,37.7,12.9347460391
36,NI,Harburg,Union,35.9,12.0705524822697
37,NI,Lüchow-Dannenberg – Lüneburg,Union,31.3,12.6955452403054
38,NI,Osnabrück-Land,Union,40.4,12.2936524567194
39,NI,Stadt Osnabrück,Union,35.7,12.9763376708142
40,NI,Nienburg II – Schaumburg,Union,34.3,12.7815945716575
41,NI,Stadt Hannover I,Union,27.2,12.2510748987552
42,NI,Stadt Hannover II,Union,24.4,12.7960594024044
43,NI,Hannover-Land I,Union,34.8,12.7784134747926
44,NI,Celle – Uelzen,Union,36.6,12.1936209360138
45,NI,Gifhorn – Peine,Union,33.8,12.8123878359329
46,NI,Hameln-Pyrmont – Holzminden,Union,32,12.5759213506244
47,NI,Hannover-Land II,Union,31.5,12.7115993283223
48,NI,Hildesheim,Union,32.6,12.0273161293007
49,NI,Salzgitter – Wolfenbüttel,Union,29.5,12.771132040536
50,NI,Braunschweig,Union,29,12.5805630532559
51,NI,Helmstedt – Wolfsburg,Union,34.6,12.3268001405522
52,NI,Goslar – Northeim – Osterode,Union,32.1,12.9337971559726
53,NI,Göttingen,Union,30.2,12.8556012045592
54,HB,Bremen I,Union,26,12.0640966282226
55,HB,Bremen II – Bremerhaven,Union,23.9,12.2232346308883
56,BB,Prignitz – Ostprignitz-Ruppin – Havelland I,Union,29.7,12.458167277975
57,BB,Uckermark – Barnim I,Union,28.2,12.8968150590081
58,BB,Oberhavel – Havelland II,Union,28.5,12.2645087779965
59,BB,Märkisch-Oderland – Barnim II,Union,25.1,12.050931611564
60,BB,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,Union,28.4,12.5086115847807
61,BB,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,Union,24.3,12.7167584889103
62,BB,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,Union,27,12.4393620339688
63,BB,Frankfurt (Oder) – Oder-Spree,Union,24.6,12.7499707881361
64,BB,Cottbus – Spree-Neiße,Union,24.1,12.6896784172859
65,BB,Elbe-Elster – Oberspreewald-Lausitz II,Union,27.7,12.8225891129114
66,ST,Altmark,Union,32.8,12.4596718351822
67,ST,Börde – Jerichower Land,Union,32.1,12.0632994216867
68,ST,Harz,Union,33.6,12.7294393701013
69,ST,Magdeburg,Union,27.8,12.8441108837724
70,ST,Dessau – Wittenberg,Union,31.8,12.4744951287284
71,ST,Anhalt,Union,30.7,12.2687536424492
72,ST,Halle,Union,26.5,12.654164563166
73,ST,Burgenland – Saalekreis,Union,29.9,12.2763071868103
74,ST,Mansfeld,Union,28.8,12.8877700604498
75,BE,Berlin-Mitte,Union,18.6,12.682935928693
76,BE,Berlin-Pankow,Union,19.8,12.9558847097214
77,BE,Berlin-Reinickendorf,Union,31,12.3218251070939
78,BE,Berlin-Spandau – Charlottenburg Nord,Union,28.1,12.5597653833684
79,BE,Berlin-Steglitz-Zehlendorf,Union,29.8,12.7493121880107
80,BE,Berlin-Charlottenburg-Wilmersdorf,Union,25.6,12.8726649784949
81,BE,Berlin-Tempelhof-Schöneberg,Union,25,12.1411583095323
82,BE,Berlin-Neukölln,Union,22.3,12.9997375295497
83,BE,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,Union,13.9,12.1811351797078
84,BE,Berlin-Treptow-Köpenick,Union,20.2,12.3979127260391
85,BE,Berlin-Marzahn-Hellersdorf,Union,20.9,12.2254944762681
86,BE,Berlin-Lichtenberg,Union,18.5,12.0317375597078
87,NW,Aachen I,Union,27.8,12.9669584007934
88,NW,Aachen II,Union,30.7,12.699244201649
89,NW,Heinsberg,Union,39.5,12.4185035252012
90,NW,Düren,Union,34.9,12.7114781718701
91,NW,Rhein-Erft-Kreis I,Union,33.5,12.10245957179
92,NW,Euskirchen – Rhein-Erft-Kreis II,Union,35.7,12.5855320470873
93,NW,Köln I,Union,26.4,12.047154145781
94,NW,Köln II,Union,28.5,12.9381488917861
95,NW,Köln III,Union,24.4,12.8069351487793
96,NW,Bonn,Union,29.8,12.6403294077609
97,NW,Rhein-Sieg-Kreis I,Union,34.1,12.3083062430378
98,NW,Rhein-Sieg-Kreis II,Union,35.5,12.2517650572117
99,NW,Oberbergischer Kreis,Union,36.5,12.3258888828568
100,NW,Rheinisch-Bergischer Kreis,Union,35.6,12.0236479225568
101,NW,Leverkusen – Köln IV,Union,28.1,12.2320777345449
102,NW,Wuppertal I,Union,26.5,12.1171936434694
103,NW,Solingen – Remscheid – Wuppertal II,Union,31.6,12.351267209975
104,NW,Mettmann I,Union,34,12.1743153745774
105,NW,Mettmann II,Union,32.6,12.2310459869914
106,NW,Düsseldorf I,Union,32,12.8471917435527
107,NW,Düsseldorf II,Union,28.5,12.3364707971923
108,NW,Neuss I,Union,35.9,12.7218321510591
109,NW,Mönchengladbach,Union,35.8,12.4073597486131
110,NW,Krefeld I – Neuss II,Union,35.6,12.5540728319902
111,NW,Viersen,Union,38.1,12.8919187788852
112,NW,Kleve,Union,41.6,12.181899581803
113,NW,Wesel I,Union,33.7,12.6490785861388
114,NW,Krefeld II – Wesel II,Union,30.9,12.0859281986486
115,NW,Duisburg I,Union,25.7,12.8618482844904
116,NW,Duisburg II,Union,22.4,12.7992942314595
117,NW,Oberhausen – Wesel III,Union,26.3,12.2908925637603
118,NW,Mülheim – Essen I,Union,28.1,12.2916949472856
119,NW,Essen II,Union,23.4,12.1106060091406
120,NW,Essen III,Union,30.1,12.4240450807847
121,NW,Recklinghausen I,Union,28.6,12.9231408778578
122,NW,Recklinghausen II,Union,29.4,12.8102274595294
123,NW,Gelsenkirchen,Union,22.4,12.9762841679621
124,NW,Steinfurt I – Borken I,Union,43.9,12.7020372103434
125,NW,Bottrop – Recklinghausen III,Union,29.9,12.5535852294415
126,NW,Borken II,Union,47,12.7361313835718
127,NW,Coesfeld – Steinfurt II,Union,44,12.098715448752
128,NW,Steinfurt III,Union,37.8,12.3323924851138
129,NW,Münster,Union,32.8,12.5879019291606
130,NW,Warendorf,Union,40.3,12.4113489706069
131,NW,Gütersloh I,Union,38.4,12.7402077342849
132,NW,Bielefeld – Gütersloh II,Union,27.6,12.2151669273153
133,NW,Herford – Minden-Lübbecke II,Union,31.7,12.0524819870479
134,NW,Minden-Lübbecke I,Union,32.8,12.767351930961
135,NW,Lippe I,Union,31.2,12.728704665089
136,NW,Höxter – Gütersloh III – Lippe II,Union,39.8,12.94885424315
137,NW,Paderborn,Union,40.8,12.6703154924326
138,NW,Hagen – Ennepe-Ruhr-Kreis I,Union,28.9,12.7940334808081
139,NW,Ennepe-Ruhr-Kreis II,Union,27.3,12.4620457892306
140,NW,Bochum I,Union,25.4,12.1267799546476
141,NW,Herne – Bochum II,Union,23.4,12.1800165614113
142,NW,Dortmund I,Union,24.5,12.7961227416527
143,NW,Dortmund II,Union,24.5,12.821632404346
144,NW,Unna I,Union,27.2,12.4433625822421
145,NW,Hamm – Unna II,Union,30.3,12.9711439146195
146,NW,Soest,Union,36.3,12.2252829053905
147,NW,Hochsauerlandkreis,Union,41.7,12.4134921196382
148,NW,Siegen-Wittgenstein,Union,34,12.1784314624965
149,NW,Olpe – Märkischer Kreis I,Union,40.6,12.9497680943459
150,NW,Märkischer Kreis II,Union,34,12.1146035033744
151,SN,Nordsachsen,Union,29.4,12.6003894007299
152,SN,Leipzig I,Union,23.5,12.2065696460195
153,SN,Leipzig II,Union,21.9,12.881454963237
154,SN,Leipzig-Land,Union,30.1,12.356769367354
155,SN,Meißen,Union,26.1,12.6414569376502
156,SN,Bautzen I,Union,27.1,12.1935021663085
157,SN,Görlitz,Union,26.7,12.1482560073491
158,SN,Sächsische Schweiz-Osterzgebirge,Union,25.6,12.3188110764604
159,SN,Dresden I,Union,24.4,12.6038353110198
160,SN,Dresden II – Bautzen II,Union,23.1,12.6348457974382
161,SN,Mittelsachsen,Union,27.7,12.4399034853559
162,SN,Chemnitz,Union,24.9,12.8045178959146
163,SN,Chemnitzer Umland – Erzgebirgskreis II,Union,30.6,12.6818188149482
164,SN,Erzgebirgskreis I,Union,31,12.4386214273982
165,SN,Zwickau,Union,30.3,12.6388035088312
166,SN,Vogtlandkreis,Union,30.2,12.3917692857794
167,HE,Waldeck,Union,30,12.8894216071349
168,HE,Kassel,Union,25.2,12.4784431224689
169,HE,Werra-Meißner – Hersfeld-Rotenburg,Union,29.4,12.0259902749676
170,HE,Schwalm-Eder,Union,29.2,12.8988546528853
171,HE,Marburg,Union,30.1,12.8898792446125
172,HE,Lahn-Dill,Union,33.5,12.9056869037449
173,HE,Gießen,Union,30.1,12.64449738455
174,HE,Fulda,Union,39,12.3531349219847
175,HE,Main-Kinzig – Wetterau II – Schotten,Union,31.7,12.0270626796409
176,HE,Hochtaunus,Union,33.5,12.8801899440587
177,HE,Wetterau I,Union,32,12.0947390012443
178,HE,Rheingau-Taunus – Limburg,Union,34.6,12.3531901242677
179,HE,Wiesbaden,Union,29,12.4114936427213
180,HE,Hanau,Union,29.6,12.968264805153
181,HE,Main-Taunus,Union,34.6,12.859862778103
182,HE,Frankfurt am Main I,Union,26,12.2152804441284
183,HE,Frankfurt am Main II,Union,26.8,12.3229014738463
184,HE,Groß-Gerau,Union,30.5,12.8758870223537
185,HE,Offenbach,Union,30.6,12.9777168836445
186,HE,Darmstadt,Union,27.4,12.8230542130768
187,HE,Odenwald,Union,32.7,12.2086435088422
188,HE,Bergstraße,Union,33.2,12.6580105181783
189,TH,Eichsfeld – Nordhausen – Kyffhäuserkreis,Union,33.8,12.0387839470059
190,TH,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,Union,30,12.0596011914313
191,TH,Jena – Sömmerda – Weimarer Land I,Union,27.4,12.4935881977435
192,TH,Gotha – Ilm-Kreis,Union,27.8,12.3022268274799
193,TH,Erfurt – Weimar – Weimarer Land II,Union,25.4,12.206781423185
194,TH,Gera – Greiz – Altenburger Land,Union,27.3,12.2713760486804
195,TH,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,Union,28.2,12.8179133916274
196,TH,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,Union,30.3,12.2503860855941
197,RP,Neuwied,Union,38.2,12.3002466962207
198,RP,Ahrweiler,Union,40.6,12.0688715514261
199,RP,Koblenz,Union,37.8,12.6788407096174
200,RP,Mosel/Rhein-Hunsrück,Union,41.6,12.5247485642321
201,RP,Kreuznach,Union,34.1,12.962204669835
202,RP,Bitburg,Union,44.5,12.7700984461699
203,RP,Trier,Union,37.3,12.2858424675651
204,RP,Montabaur,Union,37.5,12.0071634487249
205,RP,Mainz,Union,32.7,12.435654965695
206,RP,Worms,Union,32.6,12.2365696206689
207,RP,Ludwigshafen/Frankenthal,Union,30.9,12.2042167976033
208,RP,Neustadt – Speyer,Union,35.2,12.8425710862502
209,RP,Kaiserslautern,Union,29.1,12.8241466558538
210,RP,Pirmasens,Union,35.8,12.0378267338965
211,RP,Südpfalz,Union,34.8,12.8030253825709
212,BY,Altötting,Union,44,12.9915547266137
213,BY,Erding – Ebersberg,Union,39.1,12.0280215733219
214,BY,Freising,Union,39.7,12.8018568304833
215,BY,Fürstenfeldbruck,Union,39.8,12.17089932831
216,BY,Ingolstadt,Union,41.7,12.9386984247249
217,BY,München-Nord,Union,28.8,12.7571970524732
218,BY,München-Ost,Union,31.4,12.398057339713
219,BY,München-Süd,Union,29.8,12.6069273708854
220,BY,München-West/Mitte,Union,29.8,12.8409061774146
221,BY,München-Land,Union,37.3,12.2673396472819
222,BY,Rosenheim,Union,40.5,12.4018307235092
223,BY,Bad Tölz-Wolfratshausen – Miesbach,Union,41.6,12.6805621716194
224,BY,Starnberg – Landsberg am Lech,Union,38.3,12.2253736008424
225,BY,Traunstein,Union,44.6,12.4896713290364
226,BY,Weilheim,Union,42.9,12.8364701143
227,BY,Deggendorf,Union,40.6,12.2980309836566
228,BY,Landshut,Union,39.4,12.9796133749187
229,BY,Passau,Union,40.5,12.4199181476142
230,BY,Rottal-Inn,Union,42.6,12.5238952920772
231,BY,Straubing,Union,41.9,12.0991312141996
232,BY,Amberg,Union,42.6,12.5621767877601
233,BY,Regensburg,Union,37.8,12.7624546329025
234,BY,Schwandorf,Union,41.4,12.4779702688102
235,BY,Weiden,Union,43.1,12.6437005707994
236,BY,Bamberg,Union,38.9,12.8510819238145
237,BY,Bayreuth,Union,41.9,12.9945570770651
238,BY,Coburg,Union,39.6,12.1244963977952
239,BY,Hof,Union,38.8,12.937303920975
240,BY,Kulmbach,Union,43.4,12.7882791094016
241,BY,Ansbach,Union,40.4,12.2313255970366
242,BY,Erlangen,Union,35.7,12.5100865496788
243,BY,Fürth,Union,35.1,12.1674854690209
244,BY,Nürnberg-Nord,Union,27.6,12.8151717602741
245,BY,Nürnberg-Süd,Union,31.2,12.9799409166444
246,BY,Roth,Union,37.8,12.117494834587
247,BY,Aschaffenburg,Union,38.4,12.6273129093461
248,BY,Bad Kissingen,Union,44.6,12.4495746593457
249,BY,Main-Spessart,Union,41.8,12.9992939478252
250,BY,Schweinfurt,Union,41.1,12.270371821709
251,BY,Würzburg,Union,37.2,12.9252983713523
252,BY,Augsburg-Stadt,Union,31.8,12.8634924378712
253,BY,Augsburg-Land,Union,41.3,12.7969506154768
254,BY,Donau-Ries,Union,43.4,12.9836621452123
255,BY,Neu-Ulm,Union,39.9,12.2445511398837
256,BY,Oberallgäu,Union,41.5,12.8372334833257
257,BY,Ostallgäu,Union,42,12.4741393348668
258,BW,Stuttgart I,Union,28.9,12.0975396733265
259,BW,Stuttgart II,Union,29.1,12.7000947052147
260,BW,Böblingen,Union,35.4,12.1779380564112
261,BW,Esslingen,Union,33.3,12.3810381381772
262,BW,Nürtingen,Union,33.7,12.8835132843815
263,BW,Göppingen,Union,33.3,12.2759814457968
264,BW,Waiblingen,Union,33,12.3563367414754
265,BW,Ludwigsburg,Union,33.3,12.2338711929042
266,BW,Neckar-Zaber,Union,32.9,12.2526442944072
267,BW,Heilbronn,Union,32.1,12.2839345873799
268,BW,Schwäbisch Hall – Hohenlohe,Union,34.3,12.2512877173722
269,BW,Backnang – Schwäbisch Gmünd,Union,35.2,12.2300695311278
270,BW,Aalen – Heidenheim,Union,38.2,12.330486333929
271,BW,Karlsruhe-Stadt,Union,27.8,12.0629170334432
272,BW,Karlsruhe-Land,Union,35.4,12.43232423882
273,BW,Rastatt,Union,37.9,12.8319639167748
274,BW,Heidelberg,Union,29.9,12.3144686496817
275,BW,Mannheim,Union,27.1,12.7824129026849
276,BW,Odenwald – Tauber,Union,39.8,12.9160281242803
277,BW,Rhein-Neckar,Union,33.5,12.49239594955
278,BW,Bruchsal – Schwetzingen,Union,34.8,12.4314709908795
279,BW,Pforzheim,Union,32.7,12.4952405621298
280,BW,Calw,Union,37.2,12.1617223012727
281,BW,Freiburg,Union,28.1,12.7913954122923
282,BW,Lörrach – Müllheim,Union,34.4,12.6707126970869
283,BW,Emmendingen – Lahr,Union,35.9,12.9272731710225
284,BW,Offenburg,Union,37.1,12.6113523156382
285,BW,Rottweil – Tuttlingen,Union,38,12.7231395905837
286,BW,Schwarzwald-Baar,Union,37.8,12.7010976269376
287,BW,Konstanz,Union,33.2,12.9445001224522
288,BW,Waldshut,Union,39.3,12.3223912129179
289,BW,Reutlingen,Union,34.5,12.6983794246335
290,BW,Tübingen,Union,30.8,12.4153543107677
291,BW,Ulm,Union,37,12.2265445459634
292,BW,Biberach,Union,43.1,12.0353962760419
293,BW,Bodensee,Union,37.1,12.8317221226171
294,BW,Ravensburg,Union,38.9,12.6641166345216
295,BW,Zollernalb – Sigmaringen,Union,38,12.8470024149865
296,SL,Saarbrücken,Union,28.5,12.7446284233592
297,SL,Saarlouis,Union,33.6,12.6368072757032
298,SL,St. Wendel,Union,36.5,12.3452939346898
299,SL,Homburg,Union,31,12.6362277509179
1,SH,Flensburg – Schleswig,SPD,23.7,10.208469085861
2,SH,Nordfriesland – Dithmarschen Nord,SPD,22.5,10.1177747533657
3,SH,Steinburg – Dithmarschen Süd,SPD,22.7,10.7365805532318
4,SH,Rendsburg-Eckernförde,SPD,22.9,10.5267155293841
5,SH,Kiel,SPD,23.8,10.2476330357604
6,SH,Plön – Neumünster,SPD,23.8,10.6645221458748
7,SH,Pinneberg,SPD,22.9,10.9440910960548
8,SH,Segeberg – Stormarn-Mitte,SPD,22.4,10.4604050412308
9,SH,Ostholstein – Stormarn-Nord,SPD,24.6,10.5417919780593
10,SH,Herzogtum Lauenburg – Stormarn-Süd,SPD,22.3,10.2549524258357
11,SH,Lübeck,SPD,25.4,10.2316680357326
12,MV,Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I,SPD,18.6,10.4654637100175
13,MV,Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I,SPD,17.2,10.5779818599112
14,MV,Rostock – Landkreis Rostock II,SPD,15.8,10.8170355705079
15,MV,Vorpommern-Rügen – Vorpommern-Greifswald I,SPD,12.2,10.9665075861849
16,MV,Mecklenburgische Seenplatte I – Vorpommern-Greifswald II,SPD,12.3,10.4372735416982
17,MV,Mecklenburgische Seenplatte II – Landkreis Rostock III,SPD,14.5,10.0313622681424
18,HH,Hamburg-Mitte,SPD,23.8,10.796003368916
19,HH,Hamburg-Altona,SPD,20.4,10.7188484570943
20,HH,Hamburg-Eimsbüttel,SPD,22.3,10.1098388666287
21,HH,Hamburg-Nord,SPD,21.4,10.2334344880655
22,HH,Hamburg-Wandsbek,SPD,26.6,10.9886059020646
23,HH,Hamburg-Bergedorf – Harburg,SPD,26.2,10.4132198155858
24,NI,Aurich – Emden,SPD,37.8,10.9614507015795
25,NI,Unterems,SPD,27.5,10.4676026625093
26,NI,Friesland – Wilhelmshaven – Wittmund,SPD,30.7,10.3799882351886
27,NI,Oldenburg – Ammerland,SPD,26.1,10.3222018913366
28,NI,Delmenhorst – Wesermarsch – Oldenburg-Land,SPD,28.2,10.9568479878362
29,NI,Cuxhaven – Stade II,SPD,27.7,10.5292384023778
30,NI,Stade I – Rotenburg II,SPD,24.5,10.235857677646
31,NI,Mittelems,SPD,23.5,10.5713939859997
32,NI,Cloppenburg – Vechta,SPD,17.8,10.9903298679274
33,NI,Diepholz – Nienburg I,SPD,25.5,10.8499009874649
34,NI,Osterholz – Verden,SPD,26.4,10.6789875312243
35,NI,Rotenburg I – Heidekreis,SPD,27.1,10.9480118646752
36,NI,Harburg,SPD,22,10.5072676977143
37,NI,Lüchow-Dannenberg – Lüneburg,SPD,23.5,10.8279839847237
38,NI,Osnabrück-Land,SPD,25.7,10.9245310428087
39,NI,Stadt Osnabrück,SPD,24.7,10.4936108423863
40,NI,Nienburg II – Schaumburg,SPD,29.7,10.9439942201134
41,NI,Stadt Hannover I,SPD,27.4,10.7689605350606
42,NI,Stadt Hannover II,SPD,25.6,10.6633710188325
43,NI,Hannover-Land I,SPD,27,10.8109925191384
44,NI,Celle – Uelzen,SPD,25.4,10.7996721565723
45,NI,Gifhorn – Peine,SPD,30.1,10.3003517172765
46,NI,Hameln-Pyrmont – Holzminden,SPD,31.9,10.9641954472754
47,NI,Hannover-Land II,SPD,29.5,10.124228945002
48,NI,Hildesheim,SPD,30.9,10.8572765977588
49,NI,Salzgitter – Wolfenbüttel,SPD,32.4,10.1623771733139
50,NI,Braunschweig,SPD,26.4,10.9133766815066
51,NI,Helmstedt – Wolfsburg,SPD,30,10.0984789875802
52,NI,Goslar – Northeim – Osterode,SPD,32.1,10.4651878606528
53,NI,Göttingen,SPD,28.3,10.8219974983949
54,HB,Bremen I,SPD,24.5,10.6007501282729
55,HB,Bremen II – Bremerhaven,SPD,29.6,10.9051326606423
56,BB,Prignitz – Ostprignitz-Ruppin – Havelland I,SPD,21,10.4905864538159
57,BB,Uckermark – Barnim I,SPD,16.9,10.3934148489498
58,BB,Oberhavel – Havelland II,SPD,18.5,10.6133734702598
59,BB,Märkisch-Oderland – Barnim II,SPD,15.4,10.2703742941376
60,BB,Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I,SPD,20.3,10.4157519149594
61,BB,Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,SPD,18.5,10.253994096769
62,BB,Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I,SPD,17.6,10.1033918429166
63,BB,Frankfurt (Oder) – Oder-Spree,SPD,16.5,10.973190614488
64,BB,Cottbus – Spree-Neiße,SPD,15.2,10.6268609012477
65,BB,Elbe-Elster – Oberspreewald-Lausitz II,SPD,15.4,10.7489081961103
66,ST,Altmark,SPD,17,10.4973938933108
67,ST,Börde – Jerichower Land,SPD,16.2,10.907391465269
68,ST,Harz,SPD,16.2,10.5283316809218
69,ST,Magdeburg,SPD,17.1,10.5351425658446
70,ST,Dessau – Wittenberg,SPD,14.3,10.9961669915356
71,ST,Anhalt,SPD,13.9,10.95802893769
72,ST,Halle,SPD,14.1,10.95343377674
73,ST,Burgenland – Saalekreis,SPD,13.2,10.6739836053457
74,ST,Mansfeld,SPD,14.4,10.2907682640944
75,BE,Berlin-Mitte,SPD,17.9,10.0701838135719
76,BE,Berlin-Pankow,SPD,15.6,10.043034162838
77,BE,Berlin-Reinickendorf,SPD,20,10.8192015250679
78,BE,Berlin-Spandau – Charlottenburg Nord,SPD,22.7,10.0941303423606
79,BE,Berlin-Steglitz-Zehlendorf,SPD,19.2,10.2035349644721
80,BE,Berlin-Charlottenburg-Wilmersdorf,SPD,19.4,10.0670265126973
81,BE,Berlin-Tempelhof-Schöneberg,SPD,20.2,10.1928537653293
82,BE,Berlin-Neukölln,SPD,19.5,10.7822634153999
83,BE,Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost,SPD,15.9,10.5698365764692
84,BE,Berlin-Treptow-Köpenick,SPD,15.5,10.7135496207047
85,BE,Berlin-Marzahn-Hellersdorf,SPD,14.5,10.1663350847084
86,BE,Berlin-Lichtenberg,SPD,14.9,10.0499813617207
87,NW,Aachen I,SPD,24.8,10.7431032124441
88,NW,Aachen II,SPD,35.3,10.1437018450815
89,NW,Heinsberg,SPD,25.9,10.5946766668931
90,NW,Düren,SPD,29.2,10.2522480043117
91,NW,Rhein-Erft-Kreis I,SPD,26.3,10.2741042040288
92,NW,Euskirchen – Rhein-Erft-Kreis II,SPD,23.4,10.7169932560064
93,NW,Köln I,SPD,24.3,10.8390278159641
94,NW,Köln II,SPD,19.5,10.6637239442207
95,NW,Köln III,SPD,24.6,10.214829824632
96,NW,Bonn,SPD,20.2,10.0084145453293
97,NW,Rhein-Sieg-Kreis I,SPD,22.4,10.2445115062874
98,NW,Rhein-Sieg-Kreis II,SPD,20,10.0297263925895
99,NW,Oberbergischer Kreis,SPD,22.6,10.9086186236236
100,NW,Rheinisch-Bergischer Kreis,SPD,21,10.932441707002
101,NW,Leverkusen – Köln IV,SPD,27.1,10.642547225114
102,NW,Wuppertal I,SPD,26,10.4756957492791
103,NW,Solingen – Remscheid – Wuppertal II,SPD,25.1,10.4323962521739
104,NW,Mettmann I,SPD,23,10.5166176164057
105,NW,Mettmann II,SPD,24.5,10.8100372236222
106,NW,Düsseldorf I,SPD,19.5,10.2968797739595
107,NW,Düsseldorf II,SPD,23.3,10.5443321920466
108,NW,Neuss I,SPD,23.6,10.4677549742628
109,NW,Mönchengladbach,SPD,23.3,10.6940711596981
110,NW,Krefeld I – Neuss II,SPD,22.1,10.0449729706161
111,NW,Viersen,SPD,22.3,10.0775167925749
112,NW,Kleve,SPD,23.5,10.2103816273157
113,NW,Wesel I,SPD,28.7,10.6847742660902
114,NW,Krefeld II – Wesel II,SPD,27.7,10.4670598646626
115,NW,Duisburg I,SPD,31.7,10.7361230400857
116,NW,Duisburg II,SPD,34.1,10.1336691321339
117,NW,Oberhausen – Wesel III,SPD,33,10.6072985327337
118,NW,Mülheim – Essen I,SPD,29.5,10.7994175283238
119,NW,Essen II,SPD,31.8,10.8449842815753
120,NW,Essen III,SPD,24.7,10.1015399384778
121,NW,Recklinghausen I,SPD,31.6,10.9262017204892
122,NW,Recklinghausen II,SPD,31.7,10.3049942045473
123,NW,Gelsenkirchen,SPD,33.5,10.0866017569788
124,NW,Steinfurt I – Borken I,SPD,23.1,10.6449409821071
125,NW,Bottrop – Recklinghausen III,SPD,31.2,10.8408156523947
126,NW,Borken II,SPD,21.5,10.6580461554695
127,NW,Coesfeld – Steinfurt II,SPD,21,10.3546838343609
128,NW,Steinfurt III,SPD,27.6,10.8989859295543
129,NW,Münster,SPD,20.9,10.0896725566126
130,NW,Warendorf,SPD,24,10.7041046319064
131,NW,Gütersloh I,SPD,22.9,10.7023145889398
132,NW,Bielefeld – Gütersloh II,SPD,25.4,10.2943537761457
133,NW,Herford – Minden-Lübbecke II,SPD,28.7,10.6266280575655
134,NW,Minden-Lübbecke I,SPD,29.4,10.7524869565386
135,NW,Lippe I,SPD,27.6,10.9066567702685
136,NW,Höxter – Gütersloh III – Lippe II,SPD,23.5,10.768328191014
137,NW,Paderborn,SPD,18.7,10.8020806936547
138,NW,Hagen – Ennepe-Ruhr-Kreis I,SPD,29.3,10.9053759868257
139,NW,Ennepe-Ruhr-Kreis II,SPD,29.9,10.7845745161176
140,NW,Bochum I,SPD,29.7,10.3158799910452
141,NW,Herne – Bochum II,SPD,34.2,10.8130462002009
