nachname,vorname,status,beruf,partei,parlament,bundesland
Friedhoff,Dietmar,aktiv,MdB,AfD,Bundestag,Niedersachsen
Nietan,Dietmar,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Panske,Dietmar,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Woidke,Dietmar,aktiv,MdL,SPD,Landtag,Brandenburg
Monstadt,Dietrich,aktiv,MdB,CDU,Bundestag,Mecklenburg-Vorpommern
Brandes,Dirk,aktiv,MdB,AfD,Bundestag,Niedersachsen
Gaw,Dirk,aktiv,MdL,AfD,Landtag,Hessen
Heidenblut,Dirk,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Kienscherf,Dirk,aktiv,MdL,SPD,Landtag,Hamburg
Spaniel,Dirk,aktiv,MdB,AfD,Bundestag,Baden-Württemberg
Toepffer,Dirk,aktiv,MdL,CDU,Landtag,Niedersachsen
Vöpel,Dirk,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Wiese,Dirk,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Zöllner,Dirk,extern,Musiker,Linke,Landtag,Mecklenburg-Vorpommern
Eggert,Dominik,extern,Gruppenleiter der Jugendfeuerwehr Schaalsee,Grüne,Landtag,Schleswig-Holstein
Spitzer,Dominik,aktiv,MdL,FDP,Landtag,Bayern
Denstädt,Doreen,extern,Kommunalpolitikerin in Erfurt,Grüne,Landtag,Thüringen
Ahnen,Doris,aktiv,MdL,SPD,Landtag,Rheinland-Pfalz
Kliche-Behnke,Dorothea,aktiv,MdL,SPD,Landtag,Baden-Württemberg
Marx,Dorothea,aktiv,MdL,SPD,Landtag,Thüringen
Wehinger,Dorothea,aktiv,MdL,Grüne,Landtag,Baden-Württemberg
Bär,Dorothee,aktiv,MdB,CSU,Bundestag,Bayern
Martin,Dorothee,aktiv,MdB,SPD,Bundestag,Hamburg
Schall,Dörte,extern,stellvertretende Vorsitzende der SPD Nordrhein-Westfalen,SPD,Landtag,Nordrhein-Westfalen
Kreiser,Dunja,aktiv,MdB,SPD,Bundestag,Niedersachsen
Diepgen,Eberhard,extern,Regierender Bürgermeister a. D.,CDU,Landtag,Berlin
Franke,Edgar,aktiv,MdB,SPD,Bundestag,Hessen
Naujok,Edgar,aktiv,MdB,AfD,Bundestag,Sachsen
Stoiber,Edmund,extern,Ministerpräsident a. D.,CSU,Landtag,Bayern
Kalben,Eka von,aktiv,MdL,Grüne,Landtag,Schleswig-Holstein
Deligöz,Ekin,aktiv,MdB,Grüne,Bundestag,Bayern
Kaiser,Elisabeth,aktiv,MdB,SPD,Bundestag,Thüringen
Müller-Witt,Elisabeth,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Winkelmeier-Becker,Elisabeth,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Demuth,Ellen,aktiv,MdL,CDU,Landtag,Rheinland-Pfalz
Stock,Ellen,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Hayn,Elmar,aktiv,MdL,Grüne,Landtag,Bayern
Sänze,Emil,aktiv,MdL,AfD,Landtag,Baden-Württemberg
Fester,Emilia,aktiv,MdB,Grüne,Bundestag,Hamburg
Zeulner,Emmi,aktiv,MdB,CSU,Bundestag,Bayern
Ferlemann,Enak,aktiv,MdB,CDU,Bundestag,Niedersachsen
Komning,Enrico,aktiv,MdB,AfD,Bundestag,Mecklenburg-Vorpommern
Grundl,Erhard,aktiv,MdB,Grüne,Bundestag,Bayern
Heidkamp,Erich,aktiv,MdL,AfD,Landtag,Hessen
Irlstorfer,Erich,aktiv,MdB,CSU,Bundestag,Bayern
Lehnert,Erik,extern,Mitarbeiter der Landtagsfraktion,AfD,Landtag,Brandenburg
Marquardt,Erik,extern,Europaabgeordneter,Grüne,Landtag,Berlin
Malottki,Erik von,aktiv,MdB,SPD,Bundestag,Mecklenburg-Vorpommern
Köhler,Erwin,aktiv,MdL,Grüne,Landtag,Baden-Württemberg
Rüddel,Erwin,aktiv,MdB,CDU,Bundestag,Rheinland-Pfalz
Sellering,Erwin,extern,Ministerpräsident a. D.,SPD,Landtag,Mecklenburg-Vorpommern
Limbacher,Esra,aktiv,MdB,SPD,Bundestag,Saarland
Dilcher,Esther,aktiv,MdB,SPD,Bundestag,Hessen
Niewerth-Baumann,Esther,aktiv,MdL,CDU,Landtag,Niedersachsen
Schmidt,Eugen,aktiv,MdB,AfD,Bundestag,Nordrhein-Westfalen
Boateng,Eugene,extern,Schauspieler,SPD,Landtag,Nordrhein-Westfalen
Voigt-Küppers,Eva-Maria,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Irrgang,Eva,extern,Landrätin des Kreises Soest,CDU,Landtag,Nordrhein-Westfalen
Lettenbauer,Eva,aktiv,MdL,Grüne,Landtag,Bayern
Angern,Eva von,aktiv,MdL,Linke,Landtag,Sachsen-Anhalt
Funke,Fabian,aktiv,MdB,SPD,Bundestag,Sachsen
Gramling,Fabian,aktiv,MdB,CDU,Bundestag,Baden-Württemberg
Jacobi,Fabian,aktiv,MdB,AfD,Bundestag,Nordrhein-Westfalen
Mehring,Fabian,aktiv,MdL,Freie Wähler,Landtag,Bayern
Schrumpf,Fabian,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Droßmann,Falko,aktiv,MdB,SPD,Bundestag,Hamburg
Mohrs,Falko,aktiv,MdB,SPD,Bundestag,Niedersachsen
Banaszak,Felix,aktiv,MdB,Grüne,Bundestag,Nordrhein-Westfalen
Döring,Felix,aktiv,MdB,SPD,Bundestag,Hessen
Eicke,Felix,extern,Musiker der Band Leoniden,SPD,Landtag,Schleswig-Holstein
Herkens,Felix,aktiv,MdL,Grüne,Landtag,Baden-Württemberg
Schreiner,Felix,aktiv,MdB,CDU,Bundestag,Baden-Württemberg
Ataman,Ferda,extern,Autorin,Grüne,Landtag,Berlin
Mang,Ferdinand,aktiv,MdL,AfD,Landtag,Bayern
Polat,Filiz,aktiv,MdB,Grüne,Bundestag,Niedersachsen
Hahn,Florian,aktiv,MdB,CSU,Bundestag,Bayern
Herrmann,Florian,aktiv,MdL,CSU,Landtag,Bayern
Kluckert,Florian,aktiv,MdL,FDP,Landtag,Berlin
Müller,Florian,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Oßner,Florian,aktiv,MdB,CSU,Bundestag,Bayern
Streibl,Florian,aktiv,MdL,Freie Wähler,Landtag,Bayern
Toncar,Florian,aktiv,MdB,FDP,Bundestag,Baden-Württemberg
Brunn,Florian von,aktiv,MdL,SPD,Landtag,Bayern
Bonath,Frank,aktiv,MdL,FDP/DVP,Landtag,Baden-Württemberg
Bsirske,Frank,aktiv,MdB,Grüne,Bundestag,Niedersachsen
Grobe,Frank,aktiv,MdL,AfD,Landtag,Hessen
Imhoff,Frank,aktiv,MdL,CDU,Landtag,Bremen
Junge,Frank,aktiv,MdB,SPD,Bundestag,Mecklenburg-Vorpommern
Lortz,Frank,aktiv,MdL,CDU,Landtag,Hessen
Müller-Rosentritt,Frank,aktiv,MdB,FDP,Bundestag,Sachsen
Rinck,Frank,aktiv,MdB,AfD,Bundestag,Niedersachsen
Schäffler,Frank,aktiv,MdB,FDP,Bundestag,Nordrhein-Westfalen
Schmädeke,Frank,aktiv,MdL,CDU,Landtag,Niedersachsen
Schwabe,Frank,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Ullrich,Frank,aktiv,MdB,SPD,Bundestag,Thüringen
Vogel,Frank,extern,Kommunalpolitiker im Erzgebirgskreis,CDU,Landtag,Sachsen
Liskow,Franz-Robert,aktiv,MdL,CDU,Landtag,Mecklenburg-Vorpommern
Bergmüller,Franz,aktiv,MdL,AfD,Landtag,Bayern
Löffler,Franz,extern,Bezirkstagspräsident der Oberpfalz,CSU,Landtag,Bayern
Brantner,Franziska,aktiv,MdB,Grüne,Bundestag,Baden-Württemberg
Giffey,Franziska,aktiv,MdL,SPD,Landtag,Berlin
Hoppermann,Franziska,aktiv,MdB,CDU,Bundestag,Hamburg
Kersten,Franziska,aktiv,MdB,SPD,Bundestag,Sachsen-Anhalt
Mascheck,Franziska,aktiv,MdB,SPD,Bundestag,Sachsen
Müller-Rech,Franziska,aktiv,MdL,FDP,Landtag,Nordrhein-Westfalen
Schubert,Franziska,aktiv,MdL,Grüne,Landtag,Sachsen
Tanneberger,Franziska,extern,Leiterin des Greifswald Moor Centrums,SPD,Landtag,Mecklenburg-Vorpommern
Heiligenstadt,Frauke,aktiv,MdB,SPD,Bundestag,Niedersachsen
Cordes,Frederick,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Springer,Friede,extern,Verlegerin,CDU,Landtag,Berlin
Boginski,Friedhelm,aktiv,MdB,FDP,Bundestag,Brandenburg
Haag,Friedrich,aktiv,MdL,FDP/DVP,Landtag,Baden-Württemberg
Merz,Friedrich,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Güntzler,Fritz,aktiv,MdB,CDU,Bundestag,Niedersachsen
Haberlandt,Fritzi,extern,Schauspielerin,Grüne,Landtag,Brandenburg
Schmidt,Gabi,aktiv,MdL,Freie Wähler,Landtag,Bayern
Heinrich,Gabriela,aktiv,MdB,SPD,Bundestag,Bayern
Andretta,Gabriele,aktiv,MdL,SPD,Landtag,Niedersachsen
Katzmarek,Gabriele,aktiv,MdB,SPD,Bundestag,Baden-Württemberg
Triebel,Gabriele,aktiv,MdL,Grüne,Landtag,Bayern
Walger-Demolsky,Gabriele,aktiv,MdL,AfD,Landtag,Nordrhein-Westfalen
Hauptmann,Gaby,extern,Schriftstellerin und Journalistin,CDU,Landtag,Baden-Württemberg
Eisenreich,Georg,aktiv,MdL,CSU,Landtag,Bayern
Fortmeier,Georg,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Heitlinger,Georg,aktiv,MdL,FDP/DVP,Landtag,Baden-Württemberg
Kippels,Georg,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Milbradt,Georg,extern,Ministerpräsident a. D.,CDU,Landtag,Sachsen
Kemski-Lilleike,Gerald,extern,ehemaliger Gewerkschafter,Linke,Landtag,Hamburg
Pittner,Gerald,aktiv,MdL,Freie Wähler,Landtag,Bayern
Ullrich,Gerald,aktiv,MdB,FDP,Bundestag,Thüringen
Mannes,Gerd,aktiv,MdL,AfD,Landtag,Bayern
Bollmann,Gereon,aktiv,MdB,AfD,Bundestag,Schleswig-Holstein
Hopp,Gerhard,aktiv,MdL,CSU,Landtag,Bayern
Waschler,Gerhard,aktiv,MdL,CSU,Landtag,Bayern
Marx,Gernot,extern,Mediziner,CDU,Landtag,Nordrhein-Westfalen
Hocker,Gero Clemens,aktiv,MdB,FDP,Bundestag,Niedersachsen
Storjohann,Gero,aktiv,MdB,CDU,Bundestag,Schleswig-Holstein
Otten,Gerold,aktiv,MdB,AfD,Bundestag,Bayern
Huy,Gerrit,aktiv,MdB,AfD,Bundestag,Bayern
Lötzsch,Gesine,aktiv,MdB,Linke,Bundestag,Berlin
Oltmanns,Gesine,extern,DDR-Bürgerrechtlerin,Grüne,Landtag,Sachsen
Connemann,Gitta,aktiv,MdB,CDU,Bundestag,Niedersachsen
Akbulut,Gökay,aktiv,MdB,Linke,Bundestag,Baden-Württemberg
Schnieder,Gordon,aktiv,MdL,CDU,Landtag,Rheinland-Pfalz
Curio,Gottfried,aktiv,MdB,AfD,Bundestag,Berlin
Frömming,Götz,aktiv,MdB,AfD,Bundestag,Berlin
Golland,Gregor,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Gysi,Gregor,aktiv,MdB,Linke,Bundestag,Berlin
Yüksel,Gülistan,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Demirel,Gülseren,aktiv,MdL,Grüne,Landtag,Bayern
Schellenberger,Gunnar,aktiv,MdL,CDU,Landtag,Sachsen-Anhalt
Krings,Günter,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Rudolph,Günter,aktiv,MdL,SPD,Landtag,Hessen
Krichbaum,Gunther,aktiv,MdB,CDU,Bundestag,Baden-Württemberg
Jensen,Gyde,aktiv,MdB,FDP,Bundestag,Schleswig-Holstein
Reinhold,Hagen,aktiv,MdB,FDP,Bundestag,Mecklenburg-Vorpommern
Demir,Hakan,aktiv,MdB,SPD,Bundestag,Berlin
Steinmüller,Hanna,aktiv,MdB,Grüne,Bundestag,Berlin
Kraft,Hannelore,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Gnauck,Hannes,aktiv,MdB,AfD,Bundestag,Brandenburg
Walter,Hannes,aktiv,MdB,SPD,Bundestag,Brandenburg
Flick,Hans-Dieter,extern,Bundestrainer der deutschen Fußball-Nationalmannschaft,CDU,Landtag,Baden-Württemberg
Kräusslich,Hans-Georg,extern,Virologe,Grüne,Landtag,Baden-Württemberg
Janßen,Hans-Joachim,aktiv,MdL,Grüne,Landtag,Niedersachsen
Arp,Hans-Jörn,aktiv,MdL,CDU,Landtag,Schleswig-Holstein
Goßner,Hans-Jürgen,aktiv,MdL,AfD,Landtag,Baden-Württemberg
Thies,Hans-Jürgen,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Urban,Hans-Jürgen,extern,Gewerkschafter,Linke,Landtag,Hessen
Zickler,Hans-Jürgen,aktiv,MdL,AfD,Landtag,Sachsen
Friedrich,Hans-Peter,aktiv,MdB,CSU,Bundestag,Bayern
Hörner,Hans-Peter,aktiv,MdL,AfD,Landtag,Baden-Württemberg
Storz,Hans-Peter,aktiv,MdL,SPD,Landtag,Baden-Württemberg
Tillschneider,Hans-Thomas,aktiv,MdL,AfD,Landtag,Sachsen-Anhalt
Rülke,Hans-Ulrich,aktiv,MdL,FDP/DVP,Landtag,Baden-Württemberg
Scheerer,Hans Dieter,aktiv,MdL,FDP/DVP,Landtag,Baden-Württemberg
Friedl,Hans,aktiv,MdL,Freie Wähler,Landtag,Bayern
Herold,Hans,aktiv,MdL,CSU,Landtag,Bayern
Stihl,Hans Peter,extern,Unternehmer,FDP/DVP,Landtag,Baden-Württemberg
Durz,Hansjörg,aktiv,MdB,CSU,Bundestag,Bayern
Ebner,Harald,aktiv,MdB,Grüne,Bundestag,Baden-Württemberg
Schwartz,Harald,aktiv,MdL,CSU,Landtag,Bayern
Terpe,Harald,aktiv,MdL,Grüne,Landtag,Mecklenburg-Vorpommern
Weyel,Harald,aktiv,MdB,AfD,Bundestag,Nordrhein-Westfalen
Honka,Hartmut,aktiv,MdL,CDU,Landtag,Hessen
Reichinnek,Heidi,aktiv,MdB,Linke,Bundestag,Niedersachsen
Baehrens,Heike,aktiv,MdB,SPD,Bundestag,Baden-Württemberg
Brehmer,Heike,aktiv,MdB,CDU,Bundestag,Sachsen-Anhalt
Engelhardt,Heike,aktiv,MdB,SPD,Bundestag,Baden-Württemberg
Gebhard,Heike,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Hofmann,Heike,aktiv,MdL,SPD,Landtag,Hessen
Wermer,Heike,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Maas,Heiko,aktiv,MdB,SPD,Bundestag,Saarland
Sippel,Heiko,extern,Landrat des Landkreises Alzey-Worms,SPD,Landtag,Rheinland-Pfalz
Hilgers,Heinz,extern,Präsident des Deutschen Kinderschutzbundes,SPD,Landtag,Nordrhein-Westfalen
Trüpel,Helga,extern,Senatorin a. D..,Grüne,Landtag,Bremen
Braun,Helge,aktiv,MdB,CDU,Bundestag,Hessen
Limburg,Helge,aktiv,MdB,Grüne,Bundestag,Niedersachsen
Lindh,Helge,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Diegel,Helmut,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Kleebank,Helmut,aktiv,MdB,SPD,Bundestag,Berlin
Markwort,Helmut,aktiv,MdL,FDP,Landtag,Bayern
Martin,Helmut,aktiv,MdL,CDU,Landtag,Rheinland-Pfalz
Seifen,Helmut,aktiv,MdL,AfD,Landtag,Nordrhein-Westfalen
Hering,Hendrik,aktiv,MdL,SPD,Landtag,Rheinland-Pfalz
Hoppenstedt,Hendrik,aktiv,MdB,CDU,Bundestag,Niedersachsen
Schmitz,Hendrik,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Wüst,Hendrik,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Bender,Hennes,extern,Komiker,SPD,Landtag,Nordrhein-Westfalen
Homann,Henning,aktiv,MdL,SPD,Landtag,Sachsen
Höne,Henning,aktiv,MdL,FDP,Landtag,Nordrhein-Westfalen
Otte,Henning,aktiv,MdB,CDU,Bundestag,Niedersachsen
Rehbaum,Henning,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Schulze,Henrik,extern,kein Landtagsabgeordneter,AfD,Landtag,Brandenburg
Monatzeder,Hep,aktiv,MdL,Grüne,Landtag,Bayern
Reul,Herbert,extern,Landesminister,CDU,Landtag,Nordrhein-Westfalen
Strotebeck,Herbert,aktiv,MdL,AfD,Landtag,Nordrhein-Westfalen
Wollmann,Herbert,aktiv,MdB,SPD,Bundestag,Sachsen-Anhalt
Tebroke,Hermann-Josef,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Färber,Hermann,aktiv,MdB,CDU,Bundestag,Baden-Württemberg
Gröhe,Hermann,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Ansmann,Holger,aktiv,MdL,SPD,Landtag,Niedersachsen
Becker,Holger,aktiv,MdB,SPD,Bundestag,Thüringen
Bellino,Holger,aktiv,MdL,CDU,Landtag,Hessen
Hentschel,Holger,aktiv,MdL,AfD,Landtag,Sachsen
Mann,Holger,aktiv,MdB,SPD,Bundestag,Sachsen
Arnold,Horst,aktiv,MdL,SPD,Landtag,Bayern
Aiwanger,Hubert,aktiv,MdL,Freie Wähler,Landtag,Bayern
Faltermeier,Hubert,aktiv,MdL,Freie Wähler,Landtag,Bayern
Hüppe,Hubert,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Heil,Hubertus,aktiv,MdB,SPD,Bundestag,Niedersachsen
Yetim,Ibrahim,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Levit,Igor,extern,Pianist,Grüne,Landtag,Niedersachsen
Aigner,Ilse,aktiv,MdL,CSU,Landtag,Bayern
Byl,Imke,aktiv,MdL,Grüne,Landtag,Niedersachsen
Glosemeyer,Immacolata,aktiv,MdL,SPD,Landtag,Niedersachsen
Brandes,Ina,extern,Landesministerin,CDU,Landtag,Nordrhein-Westfalen
Latendorf,Ina,aktiv,MdB,Linke,Bundestag,Mecklenburg-Vorpommern
Scharrenbach,Ina,extern,Landesministerin,CDU,Landtag,Nordrhein-Westfalen
Spanier-Oppermann,Ina,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Taute-Hässelbarth,Ina,extern,Gewerkschafterin,SPD,Landtag,Sachsen
Claus,Ines,aktiv,MdL,CDU,Landtag,Hessen
Castro,Inés de,extern,Ethnologin,Grüne,Landtag,Baden-Württemberg
Kuche,Ines,extern,Gewerkschafterin,Linke,Landtag,Sachsen
Springer,Ines,aktiv,MdL,CDU,Landtag,Sachsen
Blask,Inge,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Gräßle,Ingeborg,aktiv,MdB,CDU,Bundestag,Baden-Württemberg
Jung,Ingmar,aktiv,MdB,CDU,Bundestag,Hessen
Bodtke,Ingo,aktiv,MdB,FDP,Bundestag,Sachsen-Anhalt
Gädechens,Ingo,aktiv,MdB,CDU,Bundestag,Schleswig-Holstein
Hahn,Ingo,aktiv,MdL,AfD,Landtag,Bayern
Schäfer,Ingo,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Nestle,Ingrid,aktiv,MdB,Grüne,Bundestag,Schleswig-Holstein
Gossmann-Reetz,Inka,aktiv,MdL,SPD,Landtag,Brandenburg
Mihalic,Irene,aktiv,MdB,Grüne,Bundestag,Nordrhein-Westfalen
Badura,Irmgard,extern,ehemalige Beauftragte der Bayerischen Staatsregierung für die Belange von Menschen mit Behinderung,Grüne,Landtag,Bayern
Dujisin,Isabel Cademartori,aktiv,MdB,SPD,Bundestag,
Mackensen-Geis,Isabel,aktiv,MdB,SPD,Bundestag,Rheinland-Pfalz
Pfeiffer-Poensgen,Isabel,extern,Landesministerin,CDU,Landtag,Nordrhein-Westfalen
Huber,Isabell,aktiv,MdL,CDU,Landtag,Baden-Württemberg
Althaus,Jacqueline,extern,Gewerkschafterin,Linke,Landtag,Thüringen
Blankenburg,Jakob,aktiv,MdB,SPD,Bundestag,Niedersachsen
Schäfer,Jamila,aktiv,MdB,Grüne,Bundestag,Bayern
Luczak,Jan-Marco,aktiv,MdB,CDU,Bundestag,Berlin
Gesenhues,Jan-Niclas,aktiv,MdB,Grüne,Bundestag,Nordrhein-Westfalen
Bollinger,Jan,aktiv,MdL,AfD,Landtag,Rheinland-Pfalz
Dieren,Jan,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Korte,Jan,aktiv,MdB,Linke,Bundestag,Sachsen-Anhalt
Metzler,Jan,aktiv,MdB,CDU,Bundestag,Rheinland-Pfalz
Plobner,Jan,aktiv,MdB,SPD,Bundestag,Bayern
Nolte,Jan Ralf,aktiv,MdB,AfD,Bundestag,Hessen
Redmann,Jan,aktiv,MdL,CDU,Landtag,Brandenburg
Schiffers,Jan,aktiv,MdL,AfD,Landtag,Bayern
Schmidt,Jan Wenzel,aktiv,MdB,AfD,Bundestag,
Majunke,Jana,extern,Paracyclerin,SPD,Landtag,Brandenburg
Schimke,Jana,aktiv,MdB,CDU,Bundestag,Brandenburg
Wissler,Janine,aktiv,MdB,Linke,Bundestag,Hessen
Dahmen,Janosch,aktiv,MdB,Grüne,Bundestag,Nordrhein-Westfalen
Rauschkolb,Jaqueline,aktiv,MdL,SPD,Landtag,Rheinland-Pfalz
Hostert,Jasmina,aktiv,MdB,SPD,Bundestag,Baden-Württemberg
Jasberg,Jennifer,aktiv,MdL,Grüne,Landtag,Hamburg
Arlt,Jens,extern,Brigadegeneral,CDU,Landtag,Saarland
Beeck,Jens,aktiv,MdB,FDP,Bundestag,Niedersachsen
Brandenburg,Jens,aktiv,MdB,FDP,Bundestag,Baden-Württemberg
Cotta,Jens,aktiv,MdL,AfD,Landtag,Thüringen
Gieseke,Jens,extern,Europaabgeordneter,CDU,Landtag,Niedersachsen
Koeppen,Jens,aktiv,MdB,CDU,Bundestag,Brandenburg
Lehmann,Jens,aktiv,MdB,CDU,Bundestag,Sachsen
Scherf,Jens Marco,extern,Landrat des Landkreises Miltenberg,Grüne,Landtag,Bayern
Nacke,Jens,aktiv,MdL,CDU,Landtag,Niedersachsen
Peick,Jens,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Spahn,Jens,aktiv,MdB,CDU,Bundestag,Nordrhein-Westfalen
Teutrine,Jens,aktiv,MdB,FDP,Bundestag,Nordrhein-Westfalen
Zimmermann,Jens,aktiv,MdB,SPD,Bundestag,Hessen
Rosenthal,Jessica,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Tatti,Jessica,aktiv,MdB,Linke,Bundestag,Baden-Württemberg
Herrmann,Joachim,aktiv,MdL,CSU,Landtag,Bayern
Streit,Joachim,aktiv,MdL,Freie Wähler,Landtag,Rheinland-Pfalz
Wundrak,Joachim,aktiv,MdB,AfD,Bundestag,Niedersachsen
Cotar,Joana,aktiv,MdB,AfD,Bundestag,Hessen
Haug,Jochen,aktiv,MdB,AfD,Bundestag,Nordrhein-Westfalen
Ott,Jochen,aktiv,MdL,SPD,Landtag,Nordrhein-Westfalen
Partsch,Jochen,extern,Oberbürgermeister von Ludwigshafen und Präsident des Deutschen Städtetages,Grüne,Landtag,Hessen
Weingarten,Joe,aktiv,MdB,SPD,Bundestag,Rheinland-Pfalz
Wadephul,Johann David,aktiv,MdB,CDU,Bundestag,Schleswig-Holstein
Saathoff,Johann,aktiv,MdB,SPD,Bundestag,Niedersachsen
Börgermann,Johanna,extern,stellvertretende Sprecherin der Juso-Schülerinnen- und Auszubildenden-Gruppe,SPD,Landtag,Nordrhein-Westfalen
Hambach,Johanna,extern,ehemalige Kommunalpolitikerin in Treptow-Köpenick,Linke,Landtag,Berlin
Modder,Johanne,aktiv,MdL,SPD,Landtag,Niedersachsen
Arlt,Johannes,aktiv,MdB,SPD,Bundestag,Mecklenburg-Vorpommern
Fechner,Johannes,aktiv,MdB,SPD,Bundestag,Baden-Württemberg
Huber,Johannes,aktiv,MdB,fraktionslos,Bundestag,Bayern
Schätzl,Johannes,aktiv,MdB,SPD,Bundestag,Bayern
Schraps,Johannes,aktiv,MdB,SPD,Bundestag,Niedersachsen
Steiniger,Johannes,aktiv,MdB,CDU,Bundestag,Rheinland-Pfalz
Vetter,Johannes,extern,Speerwerfer,CDU,Landtag,Baden-Württemberg
Vogel,Johannes,aktiv,MdB,FDP,Bundestag,Nordrhein-Westfalen
Wagner,Johannes,aktiv,MdB,Grüne,Bundestag,Bayern
Geissler,Jonas,aktiv,MdB,CSU,Bundestag,Bayern
Frommhold,Jördis,extern,Chefärztin der Median-Klinik Heiligendamm,SPD,Landtag,Mecklenburg-Vorpommern
Blöming,Jörg,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Dittrich,Jörg,extern,Präsident des Sächsischen Handwerkstages,CDU,Landtag,Sachsen
Geerlings,Jörg,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Hillmer,Jörg,aktiv,MdL,CDU,Landtag,Niedersachsen
Kühne,Jörg,aktiv,MdL,AfD,Landtag,Sachsen
Meyrer,Jörg,extern,katholischer Pfarrer im Ahrtal,CDU,Landtag,Rheinland-Pfalz
Nobis,Jörg,aktiv,MdL,AfD,Landtag,Schleswig-Holstein
Nürnberger,Jörg,aktiv,MdB,SPD,Bundestag,Bayern
Schneider,Jörg,aktiv,MdB,AfD,Bundestag,Nordrhein-Westfalen
König,Jörn,aktiv,MdB,AfD,Bundestag,Niedersachsen
Hovenjürgen,Josef,aktiv,MdL,CDU,Landtag,Nordrhein-Westfalen
Oster,Josef,aktiv,MdB,CDU,Bundestag,Rheinland-Pfalz
Rief,Josef,aktiv,MdB,CDU,Bundestag,Baden-Württemberg
Zellmeier,Josef,aktiv,MdL,CSU,Landtag,Bayern
Paul,Josefine,aktiv,MdL,Grüne,Landtag,Nordrhein-Westfalen
Ortleb,Josephine,aktiv,MdB,SPD,Bundestag,Saarland
Juratovic,Josip,aktiv,MdB,SPD,Bundestag,Baden-Württemberg
Denalane,Joy,extern,Musikerin,Grüne,Landtag,Baden-Württemberg
Gerlach,Judith,aktiv,MdL,CSU,Landtag,Bayern
Skudelny,Judith,aktiv,MdB,FDP,Bundestag,Baden-Württemberg
Friedrichs,Julia,extern,Journalistin,SPD,Landtag,Nordrhein-Westfalen
Goll,Julia,aktiv,MdL,FDP/DVP,Landtag,Baden-Württemberg
Klöckner,Julia,aktiv,MdB,CDU,Bundestag,Rheinland-Pfalz
Verlinden,Julia,aktiv,MdB,Grüne,Bundestag,Niedersachsen
Hamburg,Julia Willie,aktiv,MdL,Grüne,Landtag,Niedersachsen
Barlen,Julian,aktiv,MdL,SPD,Landtag,Mecklenburg-Vorpommern
Pahlke,Julian,aktiv,MdB,Grüne,Bundestag,Niedersachsen
Sandt,Julika,aktiv,MdL,FDP,Landtag,Bayern
Banzer,Jürgen,aktiv,MdL,CDU,Landtag,Hessen
Baumgärtner,Jürgen,aktiv,MdL,CSU,Landtag,Bayern
Berghahn,Jürgen,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
Braun,Jürgen,aktiv,MdB,AfD,Bundestag,Baden-Württemberg
Coße,Jürgen,aktiv,MdB,SPD,Bundestag,Nordrhein-Westfalen
