land,country,continent,date,erste,ersterate,zweite,zweiterate,population
Burkina Faso,Burkina Faso,Afrika,2021-11-11,    364565,1.7,297231,1.38,21497097
Kap Verde,Cape Verde,Afrika,2021-11-11,    295571,52.6,231320,41.17,561901
Cayman Islands,Cayman Islands,Nordamerika,2021-11-11,     56887,85.55,54690,82.24,66498
Afrika,Central African Republic,Kontinent,2021-11-11,    362174,7.36,321858,6.54,4919987
Tschad,Chad,Afrika,2021-11-11,    172432,1.02,65263,0.39,16914985
China,China,Asien,2021-11-11,1100842000,76.22,1022207000,70.78,1444216102
Komoren,Comoros,Afrika,2021-11-11,    273498,30.78,179114,20.16,888456
Kongo,Congo,Afrika,2021-11-11,    423819,7.49,125435,2.22,5657017
Cookinseln,Cook Islands,Asien,2021-11-11,     12600,71.7,11726,66.73,17572
Costa Rica,Costa Rica,Nordamerika,2021-11-11,   3790500,73.76,2922621,56.87,5139053
Elfenbeinküste,Cote d'Ivoire,Afrika,2021-11-11,   2487429,9.19,1054356,3.9,27053629
Kroatien,Croatia,Europa,2021-11-11,   1990925,48.78,1837846,45.03,4081657
Dschibuti,Djibouti,Afrika,2021-11-11,     66010,6.59,26087,2.6,1002197
Dominica,Dominica,Nordamerika,2021-11-11,     27992,38.79,25315,35.08,72172
Ägypten,Egypt,Afrika,2021-11-11,  21121564,20.26,13271289,12.73,104258327
Äquatorialguinea,Equatorial Guinea,Afrika,2021-11-11,    244586,16.87,193879,13.37,1449891
Färöer Inseln,Faeroe Islands,Europa,2021-11-11,     40205,81.96,38142,77.76,49053
Falkland Inseln,Falkland Islands,Südamerika,2021-11-11,      2632,74.6,1775,50.31,3528
Fiji,Fiji,Asien,2021-11-11,    630524,69.83,566364,62.73,902899
Französisch-Polynesien,French Polynesia,Asien,2021-11-11,    157343,55.69,147185,52.09,282534
Gabun,Gabon,Afrika,2021-11-11,    143136,6.28,105175,4.62,2278829
Gambia,Gambia,Afrika,2021-11-11,    236070,9.49,222118,8.93,2486937
Ghana,Ghana,Afrika,2021-11-11,   2352125,7.41,835989,2.63,31732128
Grönland,Greenland,Nordamerika,2021-11-11,     40125,70.56,37258,65.52,56868
Grenada,Grenada,Nordamerika,2021-11-11,     38704,34.25,32157,28.45,113015
Guernsey,Guernsey,Europa,2021-11-11,     32969,52.01,13618,21.48,63385
Guinea,Guinea,Afrika,2021-11-11,   1588076,11.77,776215,5.75,13497237
Honduras,Honduras,Nordamerika,2021-11-11,   3847285,38.23,3453221,34.32,10062994
Iran,Iran,Asien,2021-11-11,  55405154,65.16,40193198,47.27,85028760
Irak,Iraq,Asien,2021-11-11,   6062577,14.72,3570258,8.67,41179351
Isle of Man,Isle of Man,Europa,2021-11-11,     68139,79.78,64720,75.78,85410
Jersey,Jersey,Europa,2021-11-11,     79166,78.33,74817,74.02,101073
Kenia,Kenya,Afrika,2021-11-11,   3825759,6.96,1925573,3.5,54985702
Kiribati,Kiribati,Asien,2021-11-11,     54026,44.51,11253,9.27,121388
Kuwait,Kuwait,Asien,2021-11-11,   1452148,33.55,923307,21.33,4328553
Laos,Laos,Asien,2021-11-11,   3251958,44.07,2776646,37.63,7379358
Lesotho,Lesotho,Afrika,2021-11-11,    347836,16.11,339506,15.72,2159067
Liberia,Liberia,Afrika,2021-11-11,    393975,7.61,371645,7.17,5180208
Libyen,Libya,Afrika,2021-11-11,   1587796,22.82,508805,7.31,6958538
Luxemburg,Luxembourg,Europa,2021-11-11,    103558,16.31,37865,5.96,634814
Macau,Macao,Asien,2021-11-11,    464836,70.6,361897,54.97,658391
Madagaskar,Madagascar,Afrika,2021-11-11,    381633,1.34,184632,0.65,28427333
Malediven,Maldives,Asien,2021-11-11,    395004,72.66,360584,66.33,543620
Mali,Mali,Afrika,2021-11-11,    324713,1.56,271722,1.3,20855724
Mauritius,Mauritius,Afrika,2021-11-11,    906214,71.16,858131,67.39,1273428
Moldawien,Moldova,Europa,2021-11-11,    561055,13.94,528833,13.14,4024025
Monaco,Monaco,Europa,2021-11-11,     26672,67.49,23308,58.98,39520
Montserrat,Montserrat,Nordamerika,2021-11-11,      1502,30.15,1409,28.29,4981
Marokko,Morocco,Afrika,2021-11-11,  24311560,65.1,22253789,59.59,37344787
Mosambik,Mozambique,Afrika,2021-11-11,   4858830,15.11,2600608,8.09,32163045
Myanmar,Myanmar,Asien,2021-11-11,  13905795,25.37,8247188,15.05,54806014
Namibia,Namibia,Afrika,2021-11-11,    339695,13.13,274466,10.61,2587344
Nauru,Nauru,Asien,2021-11-11,      7612,70.01,7251,66.69,10873
Nepal,Nepal,Asien,2021-11-11,   8736532,29.44,7436714,25.06,29674920
Niederlande,Netherlands,Europa,2021-11-11,  13101194,76.29,12578362,73.24,17173094
Neu-Kaledonien,New Caledonia,Asien,2021-11-11,    177450,61.57,162552,56.4,288217
Nicaragua,Nicaragua,Nordamerika,2021-11-11,   1249238,18.64,563164,8.4,6702379
Niger,Niger,Afrika,2021-11-11,    498894,1.99,397212,1.58,25130810
Niue,Niue,Asien,2021-11-11,      1202,74.47,1150,71.25,1614
Nordmazedonien,North Macedonia,Europa,2021-11-11,    852669,40.94,780456,37.47,2082661
Oman,Oman,Asien,2021-11-11,   3089635,59.15,2733021,52.32,5223376
Palästina,Palestine,Asien,2021-11-11,   1876152,35.92,1321529,25.3,5222756
Papua-Neuguinea,Papua New Guinea,Asien,2021-11-11,    183856,2.02,106657,1.17,9119005
Paraguay,Paraguay,Südamerika,2021-11-11,   2927343,40.55,2380170,32.97,7219641
Pitcairn,Pitcairn,Asien,2021-11-11,        47,100,47,100,47
Portugal,Portugal,Europa,2021-11-11,   9030756,88.82,8887758,87.41,10167923
Katar,Qatar,Asien,2021-11-11,   2360308,80.54,2218292,75.7,2930524
Rumänien,Romania,Europa,2021-11-11,   5478579,28.64,5338990,27.91,19127772
Saint Helena,Saint Helena,Afrika,2021-11-11,      4361,71.55,3531,57.93,6095
St. Kitts und Nevis,Saint Kitts and Nevis,Nordamerika,2021-11-11,     26094,48.73,24513,45.78,53546
Samoa,Samoa,Asien,2021-11-11,    133465,66.68,84252,42.1,200144
San Marino,San Marino,Europa,2021-11-11,     25284,74.34,22335,65.67,34010
São Tomé und Príncipe,Sao Tome and Principe,Afrika,2021-11-11,     81125,36.32,28561,12.79,223364
Senegal,Senegal,Afrika,2021-11-11,   1271021,7.39,564998,3.29,17196308
Serbien,Serbia,Europa,2021-11-11,   3194810,46.49,3033202,44.14,6871547
Seychellen,Seychelles,Afrika,2021-11-11,     81375,82.27,76796,77.64,98910
Sierra Leone,Sierra Leone,Afrika,2021-11-11,    603654,7.41,302686,3.72,8141343
Singapur,Singapore,Asien,2021-11-11,   5071148,92.99,5012181,91.91,5453600
St. Martin,Sint Maarten (Dutch part),Nordamerika,2021-11-11,     26524,61.09,24421,56.24,43421
Salomon-Inseln,Solomon Islands,Asien,2021-11-11,    135995,19.32,35567,5.05,703995
Somalia,Somalia,Afrika,2021-11-11,    371167,2.27,320482,1.96,16359500
Afrika,South Africa,Kontinent,2021-11-11,  15995893,26.64,13124865,21.86,60041996
Südsudan,South Sudan,Afrika,2021-11-11,     84839,0.75,66406,0.58,11381377
Sudan,Sudan,Afrika,2021-11-11,    649062,1.45,581846,1.3,44909351
Schweden,Sweden,Europa,2021-11-11,   7448471,73.31,6947093,68.38,10160159
Syrien,Syria,Asien,2021-11-11,    807249,4.42,503394,2.75,18275704
Tadschikistan,Tajikistan,Asien,2021-11-11,   2714911,27.85,2137123,21.92,9749625
Tansania,Tanzania,Afrika,2021-11-11,    350000,0.57,350000,0.57,61498438
Osttimor,Timor,Asien,2021-11-11,    587392,43.71,382227,28.44,1343875
Togo,Togo,Afrika,2021-11-11,    950793,11.21,462111,5.45,8478242
Tokelau,Tokelau,Asien,2021-11-11,       968,70.76,968,70.76,1368
Tonga,Tonga,Asien,2021-11-11,     54529,51.08,37178,34.82,106759
Turkmenistan,Turkmenistan,Asien,2021-11-11,   4374694,71.51,3206282,52.41,6117933
Turks-und Caicosinseln,Turks and Caicos Islands,Nordamerika,2021-11-11,     29210,74.47,27133,69.17,39226
Tuvalu,Tuvalu,Asien,2021-11-11,      6230,52.24,5884,49.34,11925
Uganda,Uganda,Afrika,2021-11-11,   3483212,7.39,415486,0.88,47123533
Usbekistan,Uzbekistan,Asien,2021-11-11,  12938201,38.13,5882086,17.33,33935765
Vanuatu,Vanuatu,Asien,2021-11-11,     80551,25.62,34361,10.93,314464
Venezuela,Venezuela,Südamerika,2021-11-11,  13858057,48.28,9271857,32.3,28704947
Wallis and Futuna,Wallis and Futuna,Asien,2021-11-11,      5966,53.78,5808,52.35,11094
Jemen,Yemen,Asien,2021-11-11,    331778,1.09,215241,0.71,30490639
Afrika,Africa,Kontinent,2021-11-12, 133302512,9.71,89344607,6.5,1373486472
Argentinien,Argentina,Südamerika,2021-11-12,  35629676,78.13,27090784,59.4,45605823
Aruba,Aruba,Nordamerika,2021-11-12,     83183,77.6,77378,72.18,107195
Asien,Asia,Kontinent,2021-11-12,2725774755,58.26,2097990042,44.84,4678444992
Australien,Australia,Asien,2021-11-12,  19514381,75.67,17778385,68.94,25788217
Österreich,Austria,Europa,2021-11-12,   6107866,67.54,5745038,63.53,9043072
Aserbaidschan,Azerbaijan,Europa,2021-11-12,   5012689,49.03,4464036,43.67,10223344
Bahrain,Bahrain,Asien,2021-11-12,   1183119,67.67,1147695,65.65,1748295
Barbados,Barbados,Nordamerika,2021-11-12,    151530,52.67,132034,45.89,287708
Belgien,Belgium,Europa,2021-11-12,   8778669,75.47,8635727,74.24,11632334
Belize,Belize,Nordamerika,2021-11-12,    226060,55.83,187697,46.35,404915
Bolivien,Bolivia,Südamerika,2021-11-12,   4716386,39.86,3958765,33.46,11832936
Brasilien,Brazil,Südamerika,2021-11-12, 161743151,75.58,124416550,58.14,213993441
Britische Jungferninseln,British Virgin Islands,Nordamerika,2021-11-12,     18137,59.62,16471,54.14,30423
Brunei,Brunei,Asien,2021-11-12,    376127,85.19,292124,66.16,441532
Kambodscha,Cambodia,Asien,2021-11-12,  14045675,82.88,13199809,77.89,16946446
Kamerun,Cameroon,Afrika,2021-11-12,    432625,1.59,175829,0.65,27224262
Kanada,Canada,Nordamerika,2021-11-12,  30033267,78.89,28635932,75.22,38067913
Cayman Islands,Cayman Islands,Nordamerika,2021-11-12,     57357,86.25,55157,82.95,66498
Chile,Chile,Südamerika,2021-11-12,  16703469,86.94,15732238,81.89,19212362
Kolumbien,Colombia,Südamerika,2021-11-12,  33019141,64.41,22759122,44.39,51265841
Kroatien,Croatia,Europa,2021-11-12,   2024193,49.59,1851543,45.36,4081657
Kuba,Cuba,Nordamerika,2021-11-12,  10080202,89.07,8307956,73.41,11317498
Tschechien,Czechia,Europa,2021-11-12,   6419347,59.86,6190497,57.72,10724553
Dänemark,Denmark,Europa,2021-11-12,   4510888,77.6,4425578,76.13,5813302
Dominica,Dominica,Nordamerika,2021-11-12,     28207,39.08,25748,35.68,72172
Dom. Rep.,Dominican Republic,Nordamerika,2021-11-12,   6816238,62.23,5460820,49.85,10953714
Ecuador,Ecuador,Südamerika,2021-11-12,  13029056,72.83,10540095,58.92,17888474
Estland,Estonia,Europa,2021-11-12,    815018,61.5,773557,58.37,1325188
Äthiopien,Ethiopia,Afrika,2021-11-12,   3671041,3.11,1393010,1.18,117876226
Europa,Europe,Kontinent,2021-11-12, 454307622,60.66,420350600,56.12,748962983
Europa,European Union,Kontinent,2021-11-12, 309775509,69.27,295484904,66.08,447189915
Finnland,Finland,Europa,2021-11-12,   4255751,76.7,3961937,71.41,5548361
Frankreich,France,Europa,2021-11-12,  51648845,76.44,46361458,68.62,67564251
Georgien,Georgia,Europa,2021-11-12,   1076629,27.05,964580,24.24,3979773
Deutschland,Germany,Europa,2021-11-12,  58259469,69.44,56180800,66.96,83900471
Gibraltar,Gibraltar,Europa,2021-11-12,     40763,100,39814,100,33691
Griechenland,Greece,Europa,2021-11-12,   6782046,65.4,6455182,62.24,10370747
Grenada,Grenada,Nordamerika,2021-11-12,     39254,34.73,33028,29.22,113015
Guatemala,Guatemala,Nordamerika,2021-11-12,   5546644,30.39,3577564,19.6,18249868
Guyana,Guyana,Südamerika,2021-11-12,    390110,49.36,258864,32.75,790329
Haiti,Haiti,Nordamerika,2021-11-12,    104920,0.91,48603,0.42,11541683
Honduras,Honduras,Nordamerika,2021-11-12,   3957957,39.33,3622891,36,10062994
Hongkong,Hong Kong,Asien,2021-11-12,   4664387,61.76,4467406,59.15,7552800
Indien,India,Asien,2021-11-12, 749179463,53.77,362243853,26,1393409033
Indonesien,Indonesia,Asien,2021-11-12, 129089388,46.71,82818492,29.97,276361788
Irland,Ireland,Europa,2021-11-12,   3836467,76.99,3768179,75.62,4982904
Israel,Israel,Asien,2021-11-12,   6259591,67.37,5757643,61.97,9291000
Italien,Italy,Europa,2021-11-12,  46844654,77.6,43656880,72.32,60367471
Jamaika,Jamaica,Nordamerika,2021-11-12,    621048,20.89,468894,15.77,2973462
Jordanien,Jordan,Asien,2021-11-12,   4031732,39.26,3600282,35.06,10269022
Kasachstan,Kazakhstan,Europa,2021-11-12,   8501375,44.76,7777468,40.94,18994958
Kosovo,Kosovo,Europa,2021-11-12,    844163,47.37,747723,41.96,1782115
Kirgisistan,Kyrgyzstan,Asien,2021-11-12,   1037598,15.65,812885,12.26,6628347
Lettland,Latvia,Europa,2021-11-12,   1229981,65.88,1109589,59.43,1866934
Libanon,Lebanon,Asien,2021-11-12,   1834075,27.09,1603782,23.69,6769151
Liechtenstein,Liechtenstein,Europa,2021-11-12,     25523,66.72,24787,64.8,38254
Litauen,Lithuania,Europa,2021-11-12,   1837631,68.32,1748650,65.01,2689862
Malaysia,Malaysia,Asien,2021-11-12,  25747798,78.56,25185667,76.84,32776195
Malta,Malta,Europa,2021-11-12,    432980,83.89,430414,83.4,516100
Mongolei,Mongolia,Asien,2021-11-12,   2257457,67.81,2144425,64.41,3329282
Montenegro,Montenegro,Europa,2021-11-12,    264068,42.05,248326,39.54,628051
Montserrat,Montserrat,Nordamerika,2021-11-12,      1531,30.74,1417,28.45,4981
Neuseeland,New Zealand,Asien,2021-11-12,   3784570,73.88,3386811,66.12,5122600
Nordamerika,North America,Kontinent,2021-11-12, 375023835,62.86,318779802,53.43,596581283
Norwegen,Norway,Europa,2021-11-12,   4223400,77.27,3778357,69.13,5465629
Ozeanien,Oceania,Kontinent,2021-11-12,  24941315,57.71,22383399,51.79,43219954
Pakistan,Pakistan,Asien,2021-11-12,  77877215,34.58,47804912,21.23,225199929
Panama,Panama,Nordamerika,2021-11-12,   2985652,68.14,2389652,54.54,4381583
Paraguay,Paraguay,Südamerika,2021-11-12,   3180418,44.05,2508250,34.74,7219641
Peru,Peru,Südamerika,2021-11-12,  21030946,63.04,16539091,49.58,33359415
Polen,Poland,Europa,2021-11-12,  20458397,54.13,20134376,53.27,37797000
Russland,Russia,Europa,2021-11-12,  60155620,41.23,50587097,34.67,145912022
Saint Lucia,Saint Lucia,Nordamerika,2021-11-12,     52563,28.5,43620,23.65,184401
St. Vincent Grenadines,Saint Vincent and the Grenadines,Nordamerika,2021-11-12,     28278,25.41,20298,18.24,111269
Saudi-Arabien,Saudi Arabia,Asien,2021-11-12,  24379243,68.98,21953463,62.12,35340680
St. Martin,Sint Maarten (Dutch part),Nordamerika,2021-11-12,     26640,61.35,24515,56.46,43421
Slowakei,Slovakia,Europa,2021-11-12,   2547310,46.65,2329051,42.65,5460726
Slowenien,Slovenia,Europa,2021-11-12,   1207350,58.08,1130667,54.39,2078723
Afrika,South Africa,Kontinent,2021-11-12,  16166105,26.92,13324316,22.19,60041996
Südamerika,South America,Kontinent,2021-11-12, 306298872,70.53,235934337,54.33,434260137
Südkorea,South Korea,Asien,2021-11-12,  41939107,81.74,40034068,78.03,51305184
Surinam,Suriname,Südamerika,2021-11-12,    253654,42.86,210051,35.49,591798
Schweiz,Switzerland,Europa,2021-11-12,   5800395,66.55,5635645,64.66,8715494
Taiwan,Taiwan,Asien,2021-11-12,  17808765,74.65,9670834,40.54,23855008
Thailand,Thailand,Asien,2021-11-12,  44809613,64.06,35800674,51.18,69950844
Togo,Togo,Afrika,2021-11-12,    971322,11.46,482248,5.69,8478242
Trinidad Tobago,Trinidad and Tobago,Nordamerika,2021-11-12,    669197,47.68,625021,44.54,1403374
Tunesien,Tunisia,Afrika,2021-11-12,   5802387,48.61,4745923,39.76,11935764
Türkei,Turkey,Europa,2021-11-12,  55793328,65.61,49554129,58.27,85042736
Ukraine,Ukraine,Europa,2021-11-12,  12121802,27.89,8607141,19.8,43466822
VAE,United Arab Emirates,Asien,2021-11-12,   9781743,97.9,8812470,88.2,9991083
Großbritannien,United Kingdom,Europa,2021-11-12,  50526039,74.08,45986536,67.42,68207114
USA,United States,Nordamerika,2021-11-12, 228344938,68.78,194254184,58.51,332915074
Uruguay,Uruguay,Südamerika,2021-11-12,   2742176,78.68,2646895,75.95,3485152
Vietnam,Vietnam,Asien,2021-11-12,  64073710,65.27,33758048,34.39,98168829
Welt,World,Welt,2021-11-12,4019648911,51.04,3184782787,40.44,7874965730
Simbabwe,Zimbabwe,Afrika,2021-11-12,   3443813,22.82,2686545,17.8,15092171
Afghanistan,Afghanistan,Asien,2021-11-12,    770542,1.93,430744,1.08,39835428
Albanien,Albania,Europa,2021-11-12,   1042227,36.28,916432,31.9,2872934
Algerien,Algeria,Afrika,2021-11-12,   6418827,14.39,4897288,10.98,44616626
Andorra,Andorra,Europa,2021-11-12,     54999,71.1,49535,64.04,77354
Angola,Angola,Afrika,2021-11-12,   5802574,17.1,2003907,5.91,33933611
Anguilla,Anguilla,Nordamerika,2021-11-12,      9548,63.13,9156,60.54,15125
Antigua und Barbuda,Antigua and Barbuda,Nordamerika,2021-11-12,     58497,59.25,52689,53.37,98728
Armenien,Armenia,Europa,2021-11-12,    613849,20.68,276948,9.33,2968128
Bahamas,Bahamas,Nordamerika,2021-11-12,    143726,36.21,128242,32.31,396914
Bangladesch,Bangladesh,Asien,2021-11-12,  50328975,30.26,32263613,19.4,166303494
Belarus,Belarus,Europa,2021-11-12,   3111709,32.95,2297926,24.34,9442867
Benin,Benin,Afrika,2021-11-12,    304596,2.45,265501,2.13,12451031
Bermuda,Bermuda,Nordamerika,2021-11-12,     48464,78.05,47365,76.28,62092
Bhutan,Bhutan,Asien,2021-11-12,    588307,75.43,559839,71.78,779900
Bosnien und Herzeg.,Bosnia and Herzegovina,Europa,2021-11-12,    833233,25.53,720631,22.08,3263459
Botswana,Botswana,Afrika,2021-11-12,    770879,32.16,357216,14.9,2397240
Bulgarien,Bulgaria,Europa,2021-11-12,   1089066,15.79,1087102,15.76,6896655
Burkina Faso,Burkina Faso,Afrika,2021-11-12,    364565,1.7,297231,1.38,21497097
Kap Verde,Cape Verde,Afrika,2021-11-12,    295571,52.6,231320,41.17,561901
Afrika,Central African Republic,Kontinent,2021-11-12,    362174,7.36,321858,6.54,4919987
Tschad,Chad,Afrika,2021-11-12,    172432,1.02,65263,0.39,16914985
China,China,Asien,2021-11-12,1100842000,76.22,1022207000,70.78,1444216102
Komoren,Comoros,Afrika,2021-11-12,    273498,30.78,179114,20.16,888456
Kongo,Congo,Afrika,2021-11-12,    423819,7.49,125435,2.22,5657017
Cookinseln,Cook Islands,Asien,2021-11-12,     12600,71.7,11726,66.73,17572
Costa Rica,Costa Rica,Nordamerika,2021-11-12,   3790500,73.76,2922621,56.87,5139053
Elfenbeinküste,Cote d'Ivoire,Afrika,2021-11-12,   2487429,9.19,1054356,3.9,27053629
Curaçao,Curacao,Nordamerika,2021-11-12,    101710,61.72,93334,56.64,164796
Zypern,Cyprus,Europa,2021-11-12,    609161,67.99,574337,64.1,896005
DR Kongo,Democratic Republic of Congo,Afrika,2021-11-12,    118759,0.13,44789,0.05,92377986
Dschibuti,Djibouti,Afrika,2021-11-12,     66010,6.59,26087,2.6,1002197
Ägypten,Egypt,Afrika,2021-11-12,  21121564,20.26,13271289,12.73,104258327
El Salvador,El Salvador,Nordamerika,2021-11-12,   4374244,67.11,3966814,60.85,6518500
Äquatorialguinea,Equatorial Guinea,Afrika,2021-11-12,    244586,16.87,193879,13.37,1449891
Eswatini,Eswatini,Afrika,2021-11-12,    259022,22.09,249607,21.29,1172369
Färöer Inseln,Faeroe Islands,Europa,2021-11-12,     40205,81.96,38142,77.76,49053
Falkland Inseln,Falkland Islands,Südamerika,2021-11-12,      2632,74.6,1775,50.31,3528
Fiji,Fiji,Asien,2021-11-12,    630524,69.83,566364,62.73,902899
Französisch-Polynesien,French Polynesia,Asien,2021-11-12,    157343,55.69,147185,52.09,282534
Gabun,Gabon,Afrika,2021-11-12,    143136,6.28,105175,4.62,2278829
Gambia,Gambia,Afrika,2021-11-12,    236070,9.49,222118,8.93,2486937
Ghana,Ghana,Afrika,2021-11-12,   2352125,7.41,835989,2.63,31732128
Grönland,Greenland,Nordamerika,2021-11-12,     40125,70.56,37258,65.52,56868
Guernsey,Guernsey,Europa,2021-11-12,     32969,52.01,13618,21.48,63385
Guinea,Guinea,Afrika,2021-11-12,   1588076,11.77,776215,5.75,13497237
Guinea Bissau,Guinea-Bissau,Afrika,2021-11-12,    289658,14.37,17766,0.88,2015490
Ungarn,Hungary,Europa,2021-11-12,   5992142,62.2,5768941,59.88,9634162
Island,Iceland,Europa,2021-11-12,    283668,82.62,279541,81.41,343360
Iran,Iran,Asien,2021-11-12,  55405154,65.16,40193198,47.27,85028760
Irak,Iraq,Asien,2021-11-12,   6062577,14.72,3570258,8.67,41179351
Isle of Man,Isle of Man,Europa,2021-11-12,     68139,79.78,64720,75.78,85410
Japan,Japan,Asien,2021-11-12,  99092741,78.61,94589255,75.04,126050796
Jersey,Jersey,Europa,2021-11-12,     79166,78.33,74817,74.02,101073
Kenia,Kenya,Afrika,2021-11-12,   3825759,6.96,1925573,3.5,54985702
Kiribati,Kiribati,Asien,2021-11-12,     54026,44.51,11253,9.27,121388
Kuwait,Kuwait,Asien,2021-11-12,   1452148,33.55,923307,21.33,4328553
Laos,Laos,Asien,2021-11-12,   3251958,44.07,2776646,37.63,7379358
Lesotho,Lesotho,Afrika,2021-11-12,    347836,16.11,339506,15.72,2159067
Liberia,Liberia,Afrika,2021-11-12,    393975,7.61,371645,7.17,5180208
Libyen,Libya,Afrika,2021-11-12,   1587796,22.82,508805,7.31,6958538
Luxemburg,Luxembourg,Europa,2021-11-12,    103558,16.31,37865,5.96,634814
Macau,Macao,Asien,2021-11-12,    464836,70.6,361897,54.97,658391
Madagaskar,Madagascar,Afrika,2021-11-12,    381633,1.34,184632,0.65,28427333
Malawi,Malawi,Afrika,2021-11-12,   1022443,5.2,570638,2.9,19647681
Malediven,Maldives,Asien,2021-11-12,    395004,72.66,360584,66.33,543620
Mali,Mali,Afrika,2021-11-12,    324713,1.56,271722,1.3,20855724
Mauretanien,Mauritania,Afrika,2021-11-12,   1030659,21.58,663351,13.89,4775110
Mauritius,Mauritius,Afrika,2021-11-12,    906214,71.16,858131,67.39,1273428
Mexiko,Mexico,Nordamerika,2021-11-12,  75260370,57.78,62881897,48.27,130262220
Moldawien,Moldova,Europa,2021-11-12,    561055,13.94,528833,13.14,4024025
Monaco,Monaco,Europa,2021-11-12,     26672,67.49,23308,58.98,39520
Marokko,Morocco,Afrika,2021-11-12,  24311560,65.1,22253789,59.59,37344787
Mosambik,Mozambique,Afrika,2021-11-12,   4858830,15.11,2600608,8.09,32163045
Myanmar,Myanmar,Asien,2021-11-12,  13905795,25.37,8247188,15.05,54806014
Namibia,Namibia,Afrika,2021-11-12,    339695,13.13,274466,10.61,2587344
Nauru,Nauru,Asien,2021-11-12,      7612,70.01,7251,66.69,10873
Nepal,Nepal,Asien,2021-11-12,   8736532,29.44,7436714,25.06,29674920
Niederlande,Netherlands,Europa,2021-11-12,  13101194,76.29,12578362,73.24,17173094
Neu-Kaledonien,New Caledonia,Asien,2021-11-12,    177450,61.57,162552,56.4,288217
Nicaragua,Nicaragua,Nordamerika,2021-11-12,   1249238,18.64,563164,8.4,6702379
Niger,Niger,Afrika,2021-11-12,    498894,1.99,397212,1.58,25130810
Nigeria,Nigeria,Afrika,2021-11-12,   5823013,2.75,3194938,1.51,211400704
Niue,Niue,Asien,2021-11-12,      1202,74.47,1150,71.25,1614
Nordmazedonien,North Macedonia,Europa,2021-11-12,    852669,40.94,780456,37.47,2082661
Oman,Oman,Asien,2021-11-12,   3089635,59.15,2733021,52.32,5223376
Palästina,Palestine,Asien,2021-11-12,   1876152,35.92,1321529,25.3,5222756
Papua-Neuguinea,Papua New Guinea,Asien,2021-11-12,    183856,2.02,106657,1.17,9119005
Philippinen,Philippines,Asien,2021-11-12,  40517967,36.49,30804594,27.74,111046910
Pitcairn,Pitcairn,Asien,2021-11-12,        47,100,47,100,47
Portugal,Portugal,Europa,2021-11-12,   9030756,88.82,8887758,87.41,10167923
Katar,Qatar,Asien,2021-11-12,   2360308,80.54,2218292,75.7,2930524
Rumänien,Romania,Europa,2021-11-12,   5478579,28.64,5338990,27.91,19127772
Ruanda,Rwanda,Afrika,2021-11-12,   4774596,35.96,2519852,18.98,13276517
Saint Helena,Saint Helena,Afrika,2021-11-12,      4361,71.55,3531,57.93,6095
St. Kitts und Nevis,Saint Kitts and Nevis,Nordamerika,2021-11-12,     26094,48.73,24513,45.78,53546
Samoa,Samoa,Asien,2021-11-12,    133465,66.68,84252,42.1,200144
San Marino,San Marino,Europa,2021-11-12,     25284,74.34,22335,65.67,34010
São Tomé und Príncipe,Sao Tome and Principe,Afrika,2021-11-12,     81125,36.32,28561,12.79,223364
Senegal,Senegal,Afrika,2021-11-12,   1271021,7.39,564998,3.29,17196308
Serbien,Serbia,Europa,2021-11-12,   3194810,46.49,3033202,44.14,6871547
Seychellen,Seychelles,Afrika,2021-11-12,     81375,82.27,76796,77.64,98910
Sierra Leone,Sierra Leone,Afrika,2021-11-12,    603654,7.41,302686,3.72,8141343
Singapur,Singapore,Asien,2021-11-12,   5071148,92.99,5012181,91.91,5453600
Salomon-Inseln,Solomon Islands,Asien,2021-11-12,    135995,19.32,35567,5.05,703995
Somalia,Somalia,Afrika,2021-11-12,    371167,2.27,320482,1.96,16359500
Südsudan,South Sudan,Afrika,2021-11-12,     84839,0.75,66406,0.58,11381377
Spanien,Spain,Europa,2021-11-12,  38144625,81.6,37448743,80.11,46745211
Sri Lanka,Sri Lanka,Asien,2021-11-12,  15837790,73.67,13604891,63.29,21497306
Sudan,Sudan,Afrika,2021-11-12,    649062,1.45,581846,1.3,44909351
Schweden,Sweden,Europa,2021-11-12,   7448471,73.31,6947093,68.38,10160159
Syrien,Syria,Asien,2021-11-12,    807249,4.42,503394,2.75,18275704
Tadschikistan,Tajikistan,Asien,2021-11-12,   2714911,27.85,2137123,21.92,9749625
Tansania,Tanzania,Afrika,2021-11-12,    350000,0.57,350000,0.57,61498438
Osttimor,Timor,Asien,2021-11-12,    587392,43.71,382227,28.44,1343875
Tokelau,Tokelau,Asien,2021-11-12,       968,70.76,968,70.76,1368
Tonga,Tonga,Asien,2021-11-12,     54529,51.08,37178,34.82,106759
Turkmenistan,Turkmenistan,Asien,2021-11-12,   4374694,71.51,3206282,52.41,6117933
Turks-und Caicosinseln,Turks and Caicos Islands,Nordamerika,2021-11-12,     29210,74.47,27133,69.17,39226
Tuvalu,Tuvalu,Asien,2021-11-12,      6230,52.24,5884,49.34,11925
Uganda,Uganda,Afrika,2021-11-12,   3483212,7.39,415486,0.88,47123533
Usbekistan,Uzbekistan,Asien,2021-11-12,  12938201,38.13,5882086,17.33,33935765
Vanuatu,Vanuatu,Asien,2021-11-12,     80551,25.62,34361,10.93,314464
