land,country,name,id,nuts,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-04,2021-01-10,2021-01-17,2021-01-24
Niederlande,Netherlands,Friesland (NL),NL,NL12,keine Daten,keine Daten,41,20,8,9,8,4,3,2,3,2,0,1,1,1,1,2,7,16,17,10,8,15,40,104,154,247,358,321,267,223,186,215,219,220,303,450,521,528,513,478,458
Niederlande,Netherlands,Drenthe,NL,NL13,keine Daten,keine Daten,39,27,17,6,2,3,3,3,3,2,1,0,0,2,3,3,5,7,6,5,5,11,37,111,154,269,459,436,338,292,242,251,242,210,314,563,677,665,630,522,412
Niederlande,Netherlands,Overijssel,NL,NL21,keine Daten,keine Daten,106,62,32,18,10,9,6,4,5,6,5,4,2,3,4,4,8,13,17,13,14,28,53,107,181,319,538,711,754,651,509,446,439,443,571,942,1099,1004,922,694,525
Niederlande,Netherlands,Gelderland,NL,NL22,keine Daten,keine Daten,108,74,43,24,14,20,24,19,17,12,7,4,2,2,3,6,12,18,23,22,28,52,87,155,209,303,486,529,585,575,413,383,386,413,574,846,971,856,715,579,455
Niederlande,Netherlands,Flevoland,NL,NL23,keine Daten,keine Daten,84,67,42,31,19,16,15,10,9,6,5,4,-1,-1,3,12,26,38,41,34,43,68,97,153,192,266,446,538,579,560,480,537,575,552,686,983,1099,927,697,512,385
Norwegen,Norway,Vestland,NO,NO0A2,keine Daten,keine Daten,33,15,9,6,1,1,0,0,0,1,1,1,0,1,1,5,6,6,15,20,39,74,66,43,32,32,53,86,125,182,233,186,97,49,31,36,45,39,50,52,38
Norwegen,Norway,Trøndelag,NO,NO060,keine Daten,keine Daten,10,14,18,10,5,3,1,0,0,0,0,1,1,2,3,2,6,10,9,5,3,5,6,6,9,12,17,26,30,41,44,32,21,15,49,96,143,209,214,134,63
Norwegen,Norway,Troms Og Finnmark,NO,NO074,keine Daten,keine Daten,17,13,8,7,2,0,0,0,0,0,0,1,2,1,0,14,17,11,8,2,3,4,3,3,6,24,35,38,54,83,85,57,32,14,21,32,35,33,61,70,25
Norwegen,Norway,Møre Og Romsdal,NO,NO0A3,keine Daten,keine Daten,1,2,2,3,4,2,3,5,3,1,3,4,2,0,0,1,2,3,5,5,5,4,5,7,23,34,26,28,46,50,37,39,39,29,34,32,41,68,81,66,40
Norwegen,Norway,Nordland,NO,NO071,keine Daten,keine Daten,11,4,2,1,1,2,2,0,0,2,2,1,1,1,0,0,3,6,16,15,4,8,9,5,4,5,8,18,31,60,65,42,31,19,24,25,16,31,65,54,43
Norwegen,Norway,Oslo,NO,NO081,keine Daten,keine Daten,71,45,38,29,15,11,10,16,20,15,15,9,5,6,8,12,24,35,37,33,35,60,81,88,86,94,92,121,178,245,316,342,308,219,193,208,195,208,261,254,217
Norwegen,Norway,Rogaland,NO,NO0A1,keine Daten,keine Daten,3,8,8,3,1,0,0,0,1,0,1,0,1,1,2,4,6,8,7,5,9,13,22,24,17,19,18,33,55,59,64,56,34,21,22,34,89,156,197,156,79
Norwegen,Norway,Vestfold Og Telemark,NO,NO091,keine Daten,keine Daten,7,5,4,2,1,2,1,1,1,1,1,1,1,0,1,3,5,8,6,4,4,6,8,9,11,16,19,22,30,54,77,76,62,56,73,116,136,121,129,109,83
Norwegen,Norway,Agder,NO,NO092,keine Daten,keine Daten,20,16,10,4,2,1,0,1,2,1,1,1,1,1,1,1,2,9,11,9,10,7,9,19,21,22,23,20,27,50,81,76,45,28,23,24,24,22,48,50,31
Norwegen,Norway,Viken,NO,NO082,keine Daten,keine Daten,24,14,13,12,9,7,5,4,4,4,8,7,3,3,5,7,15,23,16,12,33,44,32,26,22,31,38,60,102,156,208,220,215,188,186,194,176,178,203,186,149
Norwegen,Norway,Innlandet,NO,NO020,keine Daten,keine Daten,10,8,9,9,7,6,8,5,1,1,1,0,-2,-1,2,3,4,8,7,8,11,8,9,15,20,18,14,54,111,115,82,60,75,91,118,150,129,101,94,75,54
Polen,Poland,Malopolskie,PL,PL21,keine Daten,12,12,9,8,6,4,3,3,7,9,6,7,8,12,23,34,41,43,54,59,53,50,43,39,64,89,180,425,607,579,860,977,737,529,288,219,174,127,122,147,144,116
Polen,Poland,Slaskie,PL,PL22,keine Daten,17,23,24,30,42,61,79,64,58,60,44,36,29,26,28,39,54,51,45,43,32,21,18,17,28,42,81,202,345,399,856,1152,856,571,394,475,414,225,213,232,209,158
Polen,Poland,Pomorskie,PL,PL63,keine Daten,6,5,11,10,3,2,2,2,1,1,3,3,2,2,4,7,10,16,32,44,36,27,28,38,75,107,150,262,382,440,681,771,727,735,590,704,683,457,476,538,481,377
Polen,Poland,Lódzkie,PL,PL71,keine Daten,15,17,14,14,12,7,8,15,30,38,32,24,15,14,16,16,18,19,24,31,25,17,15,22,43,61,126,302,513,626,810,834,697,599,472,373,324,326,317,343,290,206
Polen,Poland,Swietokrzyskie,PL,PL72,keine Daten,11,12,8,5,5,4,6,11,13,12,12,14,10,5,7,8,7,11,15,20,20,19,19,19,36,65,136,275,443,475,704,892,792,595,350,153,98,153,136,158,155,128
Polen,Poland,Lubelskie,PL,PL81,keine Daten,keine Daten,8,4,2,2,1,4,4,2,2,4,5,6,9,8,5,7,9,13,15,14,15,15,21,37,58,110,232,366,569,878,842,657,609,483,358,318,290,251,272,258,210
Polen,Poland,Podkarpackie,PL,PL82,keine Daten,8,6,4,5,2,0,0,1,1,5,8,9,11,15,16,12,17,21,23,27,24,27,26,26,42,70,146,330,512,586,863,880,575,457,314,137,105,142,125,195,190,120
Polen,Poland,Podlaskie,PL,PL84,keine Daten,keine Daten,21,9,4,1,1,4,6,9,14,17,19,13,5,3,5,9,5,12,19,12,13,17,20,47,80,121,213,300,426,722,800,728,645,441,557,517,261,266,313,291,249
Polen,Poland,Wielkopolskie,PL,PL41,keine Daten,19,24,18,15,9,6,12,11,5,6,6,11,15,16,14,10,19,24,21,24,25,22,20,22,40,57,110,255,458,574,930,1083,835,707,569,329,290,383,360,406,363,260
Polen,Poland,Zachodniopomorskie,PL,PL42,keine Daten,9,11,10,10,6,3,3,2,2,3,2,1,1,2,3,4,7,11,13,11,7,8,9,14,31,49,84,179,334,406,570,744,833,826,713,602,595,616,572,651,582,404
Polen,Poland,Lubuskie,PL,PL43,keine Daten,keine Daten,2,1,1,0,0,2,3,2,2,2,1,1,11,18,12,12,17,16,9,9,12,9,10,22,43,77,190,389,440,586,777,751,664,543,725,686,360,325,359,321,255
Polen,Poland,Dolnoslaskie,PL,PL51,keine Daten,18,23,26,23,19,16,16,14,8,5,5,5,3,2,5,8,10,11,13,14,12,12,14,16,24,34,77,179,296,327,757,1092,897,676,452,275,222,228,209,235,211,176
Polen,Poland,Opolskie,PL,PL52,keine Daten,18,23,18,14,12,11,11,12,15,15,12,14,13,7,9,14,18,20,25,24,19,18,24,41,52,54,126,345,550,547,828,1061,987,875,639,732,608,268,247,262,259,205
Polen,Poland,Kujawsko-pomorskie,PL,PL61,keine Daten,14,10,9,5,2,1,1,1,0,2,2,2,2,2,2,3,5,8,11,14,15,14,16,17,49,90,151,289,540,740,920,861,675,687,697,619,580,572,545,615,554,411
Polen,Poland,Warminsko-mazurskie,PL,PL62,keine Daten,5,5,1,0,1,2,1,0,0,1,2,4,4,3,3,4,6,13,18,18,18,16,15,16,38,56,77,171,297,388,596,749,812,877,810,770,723,593,583,646,552,403
Polen,Poland,Mazowiecki Regionalny,PL,PL9,keine Daten,25,20,11,11,8,7,10,12,13,15,14,11,8,8,11,13,18,20,26,29,24,22,21,23,40,56,102,249,462,535,627,594,575,587,411,406,375,283,290,321,282,220
Portugal,Portugal,Norte,PT,PT11,keine Daten,keine Daten,176,111,69,38,34,18,9,8,10,10,11,14,19,15,10,12,16,21,25,38,57,72,85,90,112,194,348,570,733,968,1298,1375,1190,934,758,671,559,608,922,1169,1399
Portugal,Portugal,Regiao Autonoma Dos Acores,PT,PTG303,keine Daten,keine Daten,16,9,10,6,1,0,1,3,2,1,3,3,1,3,6,4,7,7,9,11,9,11,11,12,13,13,17,20,21,51,97,140,168,157,154,160,134,180,343,409,290
Portugal,Portugal,Alentejo,PT,PT18,keine Daten,keine Daten,19,10,10,8,5,3,3,4,6,27,42,31,22,20,24,24,16,21,27,22,21,49,76,69,50,38,113,165,171,247,298,351,397,367,396,476,501,620,1061,1370,1519
Portugal,Portugal,Algarve,PT,PT15,keine Daten,keine Daten,26,8,7,5,3,3,4,6,8,34,48,29,24,29,29,25,18,19,24,29,30,34,57,83,96,92,97,114,156,222,279,297,258,207,200,207,225,391,743,995,1117
Portugal,Portugal,Centro,PT,PT16,keine Daten,keine Daten,94,40,31,16,8,8,7,9,9,11,12,12,11,9,8,7,6,8,9,14,20,30,41,45,49,67,124,190,291,388,467,532,522,464,436,490,469,585,1048,1435,1723
Portugal,Portugal,Area Metropolitana De Lisboa,PT,PT17,keine Daten,keine Daten,54,41,47,52,50,62,82,104,105,98,103,101,105,96,71,54,45,45,45,52,64,89,119,136,139,155,214,283,356,426,520,545,482,438,418,416,380,504,890,1272,1675
Portugal,Portugal,Regiao Autonoma Da Madeira,PT,PT30,keine Daten,keine Daten,13,11,0,2,2,0,0,0,0,1,1,1,2,3,2,6,7,7,7,10,13,13,14,12,17,29,37,44,52,58,85,92,79,71,72,112,157,196,262,389,479
Rumänien,Romania,Bistrita-Nasaud,RO,RO112,keine Daten,keine Daten,23,29,37,35,24,18,13,16,34,34,36,43,38,46,66,69,54,52,47,41,55,65,51,61,73,92,160,246,328,471,615,586,416,313,269,259,227,188,195,152,122
Rumänien,Romania,Salaj,RO,RO116,keine Daten,keine Daten,8,6,9,9,15,16,8,7,7,6,5,4,2,5,21,30,32,43,49,46,54,69,70,94,119,209,387,530,666,823,772,552,394,237,152,154,112,118,203,222,222
Rumänien,Romania,Cluj,RO,RO113,keine Daten,keine Daten,19,17,26,27,11,3,5,7,7,10,10,8,15,27,49,55,49,58,62,51,57,78,82,110,134,180,349,507,548,695,886,893,771,681,573,510,437,383,456,439,356
Rumänien,Romania,Maramures,RO,RO114,keine Daten,keine Daten,5,4,0,0,4,5,3,3,5,9,16,15,9,15,32,47,57,82,88,67,73,98,90,94,100,122,209,302,353,429,460,391,362,288,186,202,203,201,277,306,289
Rumänien,Romania,Satu Mare,RO,RO115,keine Daten,keine Daten,7,5,2,0,2,2,1,0,2,4,3,2,2,1,4,8,11,27,39,32,38,48,48,72,75,73,140,186,209,380,623,621,483,375,236,171,140,128,164,206,218
Rumänien,Romania,Timis,RO,RO424,keine Daten,keine Daten,22,18,13,3,3,4,2,1,1,1,2,5,13,40,71,77,37,94,139,79,81,89,83,106,124,167,279,426,506,693,790,646,524,464,444,467,437,365,458,491,392
Rumänien,Romania,Iasi,RO,RO213,keine Daten,keine Daten,9,15,16,10,8,24,27,19,20,28,31,18,12,15,38,55,53,75,103,112,114,108,101,137,181,239,338,383,360,429,533,595,599,529,446,424,362,273,313,282,198
Rumänien,Romania,Neamt,RO,RO214,keine Daten,keine Daten,43,26,37,71,65,23,11,10,10,8,8,7,9,20,45,73,43,100,143,73,91,119,106,121,180,246,300,328,327,367,377,341,287,221,180,167,152,141,188,186,167
Rumänien,Romania,Suceava,RO,RO215,keine Daten,keine Daten,151,155,106,88,71,29,9,30,44,47,36,24,25,31,45,49,48,64,62,54,72,103,102,95,97,119,222,268,233,267,303,295,256,209,178,189,193,177,208,248,243
Rumänien,Romania,Vaslui,RO,RO216,keine Daten,keine Daten,14,16,14,6,8,6,3,2,1,1,5,7,14,56,91,85,113,179,167,123,144,142,109,169,216,209,240,248,261,318,326,328,359,364,326,314,293,247,265,243,183
Rumänien,Romania,Braila,RO,RO221,keine Daten,keine Daten,2,2,2,-1,-2,2,4,6,21,30,44,42,34,58,154,180,126,134,123,135,155,130,99,103,104,128,187,172,156,231,345,398,428,424,424,461,380,256,257,232,135
Rumänien,Romania,Alba,RO,RO121,keine Daten,keine Daten,24,12,17,24,18,31,37,16,7,7,10,13,16,37,61,54,39,55,63,57,67,88,90,128,169,277,506,533,551,702,772,744,605,462,376,337,265,224,237,235,212
Rumänien,Romania,Brasov,RO,RO122,keine Daten,keine Daten,34,29,31,27,20,22,23,35,53,64,81,90,105,123,155,163,141,128,113,104,113,118,110,147,162,181,296,371,365,562,825,924,826,649,571,558,442,306,335,315,275
Rumänien,Romania,Covasna,RO,RO123,keine Daten,keine Daten,55,27,18,22,12,4,0,-3,9,23,19,16,22,37,36,46,66,81,85,69,96,107,90,121,128,140,218,262,283,409,497,477,419,306,229,197,142,107,155,154,101
Rumänien,Romania,Harghita,RO,RO124,keine Daten,keine Daten,5,5,1,1,16,32,24,18,26,35,34,22,22,25,37,45,36,27,23,25,38,42,33,52,80,158,345,425,347,316,289,227,194,151,105,105,94,62,67,84,79
Rumänien,Romania,Mures,RO,RO125,keine Daten,keine Daten,39,34,42,35,23,11,5,4,4,6,7,8,16,19,24,27,27,39,41,35,40,38,27,47,74,140,276,372,411,527,681,674,515,374,303,268,200,152,167,151,129
Rumänien,Romania,Sibiu,RO,RO126,keine Daten,keine Daten,31,40,44,35,21,17,12,7,13,20,24,20,13,26,44,44,54,69,64,61,68,90,88,89,115,204,341,410,542,915,1193,1087,853,609,403,322,246,183,222,212,155
Rumänien,Romania,Bacau,RO,RO211,keine Daten,keine Daten,17,19,34,34,18,18,10,9,11,9,11,15,23,45,88,106,97,97,105,113,139,141,107,142,194,259,322,301,291,342,376,405,395,354,299,251,202,167,214,230,183
Rumänien,Romania,Botosani,RO,RO212,keine Daten,keine Daten,66,57,55,46,35,27,28,29,33,37,30,20,15,15,21,21,14,17,24,23,25,35,39,52,58,90,176,245,287,329,359,350,350,342,262,229,235,197,191,202,199
Rumänien,Romania,Bihor,RO,RO111,keine Daten,keine Daten,50,45,25,7,7,11,19,17,6,3,2,6,8,6,24,57,95,134,130,106,116,125,94,89,90,99,195,316,420,593,715,644,517,414,338,313,253,187,235,233,169
Rumänien,Romania,Giurgiu,RO,RO314,keine Daten,keine Daten,27,20,15,29,22,3,6,8,9,9,8,8,9,19,38,40,33,49,57,50,72,83,62,73,86,96,138,149,160,264,332,460,459,420,444,403,342,211,232,204,139
Rumänien,Romania,Ialomita,RO,RO315,keine Daten,keine Daten,24,21,49,51,27,23,11,22,14,2,12,16,44,58,67,64,45,47,38,32,45,46,55,64,75,113,162,185,191,333,453,470,507,487,408,403,335,224,228,179,116
Rumänien,Romania,Prahova,RO,RO316,keine Daten,keine Daten,2,4,3,1,1,3,4,3,9,16,32,52,61,79,132,141,132,160,161,131,108,113,98,109,130,175,267,298,256,534,735,598,559,460,356,320,250,173,165,152,116
Rumänien,Romania,Teleorman,RO,RO317,keine Daten,keine Daten,18,7,0,3,7,8,8,4,2,2,3,4,11,19,41,44,27,31,40,35,57,78,75,121,173,207,282,288,232,303,364,342,319,298,268,300,306,249,236,204,154
Rumänien,Romania,Bucuresti,RO,RO321,keine Daten,keine Daten,23,24,20,15,14,16,21,24,23,28,40,37,40,63,86,96,115,139,138,120,140,162,143,186,245,327,475,528,501,638,784,878,894,926,977,853,679,569,584,533,377
Rumänien,Romania,Buzau,RO,RO222,keine Daten,keine Daten,1,1,7,15,22,20,14,15,33,50,60,53,63,89,98,90,90,123,121,93,90,72,42,46,56,77,123,153,165,265,328,308,280,237,221,204,152,108,115,97,65
Rumänien,Romania,Constanta,RO,RO223,keine Daten,keine Daten,15,10,5,4,2,4,3,4,5,12,20,17,15,24,48,54,49,52,51,51,61,68,59,101,139,144,181,215,287,487,735,838,913,898,778,645,433,325,345,312,217
Rumänien,Romania,Galati,RO,RO224,keine Daten,keine Daten,32,26,29,31,23,11,13,13,16,29,43,63,80,113,135,121,122,125,106,82,77,70,69,116,127,153,211,199,190,239,329,402,467,530,521,543,481,344,347,313,228
Rumänien,Romania,Tulcea,RO,RO225,keine Daten,keine Daten,13,11,14,24,27,27,20,8,7,8,7,9,13,22,34,35,30,47,74,76,65,79,81,98,116,117,139,152,164,245,509,628,612,572,452,421,334,241,218,191,152
Rumänien,Romania,Vrancea,RO,RO226,keine Daten,keine Daten,38,29,55,66,40,37,36,37,49,75,82,64,67,79,126,133,121,125,85,56,48,45,43,47,51,87,113,114,141,216,292,304,308,340,283,220,187,112,104,112,93
Rumänien,Romania,Arges,RO,RO311,keine Daten,keine Daten,13,12,9,8,10,10,8,8,19,38,81,90,110,198,263,247,198,182,129,65,52,46,32,40,39,52,96,137,213,358,494,594,661,583,448,380,283,198,197,159,96
Rumänien,Romania,Calarasi,RO,RO312,keine Daten,keine Daten,4,2,5,6,5,8,8,6,13,16,15,12,13,21,24,27,28,36,48,44,44,48,47,52,58,85,133,161,179,335,454,430,478,462,376,321,233,178,184,155,107
Rumänien,Romania,Dâmbovita,RO,RO313,keine Daten,keine Daten,13,13,7,11,24,24,12,11,16,24,38,53,87,113,159,161,132,131,98,84,97,93,76,95,106,143,233,293,298,377,471,504,470,398,351,321,260,205,226,193,144
Rumänien,Romania,Hunedoara,RO,RO423,keine Daten,keine Daten,60,45,37,20,19,15,4,3,2,1,5,6,15,30,50,63,30,104,138,72,78,73,63,96,113,147,226,272,293,399,564,613,578,496,362,339,307,218,232,245,232
Rumänien,Romania,Ilfov,RO,RO322,keine Daten,keine Daten,22,26,24,25,21,27,21,11,20,23,24,30,36,47,63,66,65,96,95,78,94,110,99,123,145,156,239,339,334,530,916,1021,996,920,858,891,731,573,583,488,365
Rumänien,Romania,Dolj,RO,RO411,keine Daten,keine Daten,5,7,10,8,6,9,10,6,4,4,7,12,15,21,41,58,54,87,90,58,73,84,81,91,101,146,267,329,376,452,448,389,374,314,236,230,178,168,207,193,148
Rumänien,Romania,Gorj,RO,RO412,keine Daten,keine Daten,6,11,14,12,8,13,16,11,9,14,19,31,62,88,93,106,139,137,102,69,64,65,51,69,80,106,141,148,178,217,231,205,172,151,118,102,85,68,89,108,101
Rumänien,Romania,Mehedinti,RO,RO413,keine Daten,keine Daten,14,15,11,10,10,10,7,12,18,17,14,17,39,57,172,189,87,82,76,56,54,54,52,62,48,79,138,173,199,260,338,400,376,266,211,201,174,132,137,129,97
Rumänien,Romania,Olt,RO,RO414,keine Daten,keine Daten,1,6,8,3,1,6,10,10,10,13,26,34,40,57,76,69,62,76,75,56,50,72,75,63,71,113,216,261,249,389,487,460,424,326,253,249,213,158,172,161,118
Rumänien,Romania,Vâlcea,RO,RO415,keine Daten,keine Daten,4,3,1,0,1,1,1,3,2,3,4,11,34,39,70,89,73,47,104,145,105,141,147,164,179,254,388,416,391,421,463,391,334,308,266,247,201,173,192,187,151
Rumänien,Romania,Arad,RO,RO421,keine Daten,keine Daten,62,57,49,31,17,4,0,0,2,1,0,1,5,23,63,82,77,88,94,82,95,98,79,104,110,145,272,371,430,580,754,723,577,461,370,306,226,179,203,211,184
Rumänien,Romania,Caras-Severin,RO,RO422,keine Daten,keine Daten,15,11,14,8,1,1,1,0,0,0,1,3,6,17,38,56,74,74,63,66,108,122,101,122,121,154,230,247,261,316,386,397,363,321,251,268,250,216,272,261,205
Slowakei,Slovakia,Košický kraj,SK,SK042,keine Daten,keine Daten,keine Daten,15,4,0,2,3,1,0,1,1,1,1,2,2,3,3,4,7,13,21,21,22,27,51,97,171,254,355,397,359,331,263,243,297,355,523,606,608,680,626,503
Slowakei,Slovakia,Banskobystrický kraj,SK,SK032,keine Daten,keine Daten,keine Daten,5,2,1,1,0,0,0,1,4,3,2,4,4,4,4,2,2,3,4,6,14,21,33,75,143,224,347,413,400,368,270,246,363,463,611,598,541,575,432,332
Slowakei,Slovakia,Trnavský kraj,SK,SK021,keine Daten,keine Daten,keine Daten,9,4,0,1,1,1,0,0,0,0,1,2,1,2,4,12,18,19,16,17,31,63,96,131,205,297,370,453,495,443,403,418,459,534,705,648,656,873,828,755
Slowakei,Slovakia,Trenciansky kraj,SK,SK022,keine Daten,keine Daten,keine Daten,11,3,3,3,1,0,0,0,0,2,6,7,6,12,16,20,24,23,21,17,22,42,70,114,212,337,528,647,698,693,571,567,663,778,1000,977,863,859,650,470
Slowakei,Slovakia,Prešovský kraj,SK,SK041,keine Daten,keine Daten,keine Daten,8,2,1,0,0,0,0,1,1,2,3,5,6,5,7,6,8,11,11,16,23,28,74,178,330,510,726,751,631,600,506,405,402,454,599,592,541,608,499,353
Slowakei,Slovakia,Bratislavský kraj,SK,SK010,keine Daten,keine Daten,keine Daten,10,4,2,1,1,0,0,1,1,3,5,6,9,12,15,18,26,48,54,73,84,83,119,151,175,232,306,357,342,261,218,238,351,483,678,704,737,903,766,635
Slowakei,Slovakia,Nitriansky kraj,SK,SK023,keine Daten,keine Daten,keine Daten,7,4,3,2,1,1,0,0,0,0,1,1,5,6,2,2,3,4,10,25,37,35,69,125,158,198,281,358,353,343,327,307,358,470,654,640,737,961,898,656
Slowakei,Slovakia,Žilinský kraj,SK,SK031,keine Daten,keine Daten,keine Daten,12,3,1,0,0,0,0,0,2,7,11,9,4,3,3,4,5,8,13,23,36,60,122,209,363,681,936,982,866,645,444,344,359,402,603,686,641,679,532,349
Slowenien,Slovenia,Jugovzhodna Slovenija,SI,SI037,keine Daten,keine Daten,keine Daten,14,6,3,2,1,1,0,0,1,4,3,5,8,6,6,7,19,37,29,24,31,24,27,51,153,509,909,843,717,875,912,1074,1300,1309,1377,1553,1639,1575,1306,1041
Slowenien,Slovenia,Primorsko-notranjska,SI,SI038,keine Daten,keine Daten,keine Daten,0,0,0,0,0,0,0,2,10,15,38,44,21,27,30,17,10,11,15,11,76,171,133,42,88,247,518,603,516,678,723,908,1210,990,775,874,834,874,906,801
Slowenien,Slovenia,Gorenjska,SI,SI042,keine Daten,keine Daten,keine Daten,4,4,1,1,0,0,3,5,2,4,4,5,10,13,11,7,11,13,10,18,39,48,84,133,250,790,1715,1877,1387,1223,1012,852,850,744,692,739,820,955,950,816
Slowenien,Slovenia,Goriška,SI,SI043,keine Daten,keine Daten,keine Daten,1,1,0,1,1,0,0,3,3,3,21,26,12,9,4,3,8,10,7,3,15,22,31,48,95,250,499,593,593,678,657,619,717,684,576,622,818,1239,1306,1151
Slowenien,Slovenia,Obalno-kraška,SI,SI044,keine Daten,keine Daten,keine Daten,2,0,0,0,0,0,0,3,6,16,16,10,9,3,2,3,9,15,13,9,11,15,24,37,48,137,412,471,365,450,456,569,777,695,633,785,818,900,902,871
Slowenien,Slovenia,Posavska,SI,SI036,keine Daten,keine Daten,keine Daten,1,0,0,0,0,1,1,1,3,3,3,5,9,9,4,0,3,15,32,40,26,13,30,54,150,494,789,634,494,601,683,1050,1518,1192,1273,1918,2055,2118,1734,1228
Slowenien,Slovenia,Zasavska,SI,SI035,keine Daten,keine Daten,keine Daten,9,7,4,2,0,0,0,0,0,2,5,26,81,125,79,18,19,18,9,11,28,44,119,162,169,407,776,751,643,858,932,981,177,-365,1717,2233,1129,1296,1097,922
Slowenien,Slovenia,Pomurska,SI,SI031,keine Daten,keine Daten,keine Daten,33,31,18,2,0,0,0,0,1,2,5,17,21,10,3,1,4,17,24,27,40,39,47,87,129,340,909,1144,1325,1627,1528,1525,1492,1292,1247,1263,1301,1436,1241,941
Slowenien,Slovenia,Podravska,SI,SI032,keine Daten,keine Daten,keine Daten,4,4,2,0,0,0,1,1,0,3,10,9,3,2,1,2,8,10,11,24,64,79,81,102,131,282,613,801,832,1001,1102,1163,1260,1119,983,1043,1016,1039,966,791
Slowenien,Slovenia,Osrednjeslovenska,SI,SI041,keine Daten,keine Daten,keine Daten,5,3,1,1,1,1,1,1,2,7,10,9,7,10,10,9,21,30,25,28,57,81,107,125,217,530,1019,1157,955,871,727,710,783,784,633,654,851,934,932,766
Slowenien,Slovenia,Savinjska,SI,SI034,keine Daten,keine Daten,keine Daten,15,4,3,2,0,0,0,0,1,3,3,7,12,16,17,15,21,29,31,34,70,86,96,115,157,380,915,1073,882,946,1021,1221,1275,1198,1096,1062,1171,1325,1220,888
Slowenien,Slovenia,Koroška,SI,SI033,keine Daten,keine Daten,keine Daten,6,3,4,1,0,0,0,0,0,7,34,38,14,7,7,7,16,21,23,24,43,64,188,252,245,575,1047,1128,1002,1105,1350,1526,1428,1138,959,1080,1309,1514,1234,677
Spanien,Spain,Comunidad Foral de Navarra,ES,ES22,299,352,188,59,62,41,30,18,12,15,8,18,23,11,22,72,142,151,160,204,221,289,367,503,626,693,681,764,1011,1158,1120,916,636,381,278,225,183,186,190,215,293,389,477
Spanien,Spain,La Rioja,ES,ES23,590,578,285,118,78,29,12,8,9,9,5,4,2,2,9,16,27,27,36,144,260,358,394,380,450,471,395,387,549,711,729,758,732,571,435,306,215,224,239,336,565,933,1285
Spanien,Spain,País Vasco,ES,ES21,231,245,143,60,43,22,17,11,4,6,6,8,6,6,9,39,76,93,160,250,307,367,385,353,319,281,258,280,372,523,632,785,848,679,476,347,307,280,245,238,302,413,552
Spanien,Spain,Ciudad Autónoma de Ceuta,ES,ES63,86,86,20,4,11,15,8,6,46,52,9,0,0,0,0,1,1,2,5,31,73,116,130,149,167,204,252,340,391,571,839,1009,891,591,375,192,137,108,106,190,337,421,519
Spanien,Spain,Ciudad Autónoma de Melilla,ES,ES64,63,63,17,12,15,6,2,2,1,1,2,5,2,0,0,4,4,13,53,76,116,178,237,354,337,365,477,572,854,1184,1353,1122,772,628,449,287,233,243,216,256,430,674,1020
Spanien,Spain,Canarias,ES,ES70,43,36,18,9,6,3,3,2,3,3,1,2,2,1,2,5,7,6,20,49,99,160,188,166,127,107,98,87,79,76,69,74,79,75,78,70,113,153,124,125,150,173,188
Spanien,Spain,Aragón,ES,ES24,252,183,105,46,32,20,19,17,16,15,10,17,37,38,47,167,336,690,566,336,447,331,293,343,387,372,298,374,559,872,1074,931,725,492,345,284,217,189,197,257,400,611,748
Spanien,Spain,Comunidad de Madrid,ES,ES30,458,492,190,91,63,32,30,31,40,41,26,23,19,15,11,17,33,67,131,257,402,500,587,700,804,839,754,567,457,464,402,363,353,284,237,224,244,320,351,387,613,822,963
Spanien,Spain,Castilla y León,ES,ES41,253,378,246,82,88,48,37,24,17,24,18,14,13,10,6,7,12,29,78,128,167,230,272,315,381,435,437,439,536,750,862,904,949,809,533,313,227,204,170,189,446,920,1333
Spanien,Spain,Castilla-La Mancha,ES,ES42,378,498,199,-8,52,29,23,18,33,40,25,19,16,15,12,9,12,23,40,71,125,185,264,398,482,502,463,363,388,520,572,594,577,452,399,347,261,307,339,390,610,1100,1434
Spanien,Spain,Extremadura,ES,ES43,108,103,56,12,15,13,7,3,2,2,2,3,4,5,16,20,11,17,29,45,79,115,153,197,287,304,231,236,307,442,537,578,512,355,261,195,163,287,420,612,1040,1416,1416
Spanien,Spain,Región de Murcia,ES,ES62,45,33,14,4,3,2,4,4,3,3,2,2,4,4,5,10,26,44,60,78,107,193,296,349,432,469,407,359,407,504,644,871,845,539,302,200,160,153,171,252,316,1138,1812
Spanien,Spain,Cantabria,ES,ES13,143,135,90,50,34,13,9,6,7,8,4,3,4,4,2,6,12,28,54,98,139,182,235,275,246,168,123,109,161,300,377,447,521,481,360,288,243,169,159,194,279,356,413
Spanien,Spain,Comunidad Valenciana,ES,ES52,85,88,49,17,15,8,6,5,7,7,4,3,3,4,5,10,21,36,56,79,102,143,156,153,153,150,149,121,149,218,252,326,412,425,366,330,307,377,445,451,694,1177,1821
